CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,-,-,780,"2,420.85","2,495.15",65,"21,600.00","82,355",0.30,0.35,"83,395",-0.50,0.35,68.85,"12,891","-1,604","3,818",
,2,-,-,38.18,-,-,780,"2,390.60","2,452.75",780,"21,650.00","32,760",0.40,0.45,"10,075",-0.40,0.45,69.22,"2,861",304,"1,781",
,3,-,-,-,-,-,780,"2,343.15","2,402.05",780,"21,700.00","38,675",0.35,0.40,"53,820",-0.50,0.35,67.04,"7,490","-1,856","4,298",
,2,-,-,-,-,-,780,"2,290.95","2,343.65",65,"21,750.00","21,580",0.40,0.45,"4,290",-0.50,0.45,67.18,"3,182",406,"1,249",
,41,-,-,-,-,-,65,"2,248.75","2,294.35",65,"21,800.00","1,57,885",0.35,0.40,"1,71,925",-0.50,0.35,65.79,"14,045","-3,879","8,732",
,3,-,-,23.67,-,-,780,"2,182.45","2,252.70",780,"21,850.00","25,025",0.45,0.50,"25,220",-0.50,0.45,64.41,"3,456",-158,"1,813",
,5,-,1,-,"2,125.00",23.05,65,"2,169.10","2,179.50",130,"21,900.00","56,485",0.40,0.45,"75,790",-0.55,0.40,62.35,"6,586",-614,"4,028",
,4,-,-,-,-,-,780,"2,083.75","2,169.25","1,755","21,950.00","42,965",0.45,0.50,"3,705",-0.50,0.50,62.25,"4,337",127,"2,112",
,"4,985",-456,"1,002",-,"2,075.00",22.10,65,"2,073.70","2,077.05",130,"22,000.00","8,17,050",0.45,0.50,"7,35,085",-0.50,0.50,60.26,"87,914","-25,761","47,284",
,14,-,-,34.37,-,-,65,"2,004.25","2,050.50",780,"22,050.00","75,985",0.50,0.55,"15,080",-0.45,0.55,59.46,"7,073",-625,"3,710",
,17,-,-,-,-,-,65,"1,951.10","1,993.15",65,"22,100.00","2,20,220",0.50,0.55,"1,55,350",-0.60,0.50,58.06,"18,939","-5,721","13,759",
,3,-,-,-,-,-,780,"1,896.20","1,954.35",780,"22,150.00","98,995",0.50,0.55,"48,360",-0.60,0.50,56.67,"11,272","-1,724","3,706",
,29,-1,7,-,"1,879.55",82.95,65,"1,871.15","1,913.25",65,"22,200.00","1,21,615",0.55,0.60,"2,41,215",-0.60,0.60,55.28,"44,176","-14,741","14,786",
,6,-,-,-,-,-,65,"1,801.45","1,843.80",65,"22,250.00","1,30,975",0.55,0.60,"28,470",-0.70,0.55,54.39,"8,715","-1,534","5,751",
,32,-2,3,-,"1,765.00",10.55,65,"1,754.45","1,789.60",65,"22,300.00","1,41,245",0.55,0.60,"2,24,445",-0.65,0.60,52.98,"18,170","-6,405","10,081",
,8,-,-,-,-,-,65,"1,704.60","1,743.20",65,"22,350.00","90,090",0.55,0.60,"81,510",-0.75,0.55,51.58,"11,940",-666,"4,322",
,216,-1,6,-,"1,656.00",2.70,65,"1,666.60","1,681.20",65,"22,400.00","2,16,905",0.60,0.65,"2,44,920",-0.75,0.60,50.18,"41,612","-3,340","12,060",
,8,-,3,-,"1,570.50",-126.55,65,"1,568.85","1,634.40",130,"22,450.00","91,000",0.60,0.65,"5,135",-0.80,0.65,49.20,"9,889",-810,"3,809",
,"3,438",-97,288,-,"1,575.50",10.60,65,"1,575.55","1,578.15",65,"22,500.00","13,05,070",0.60,0.65,"9,92,745",-0.80,0.65,48.18,"2,48,511","-45,651","80,683",
,22,-,1,-,"1,500.45",48.45,130,"1,520.00","1,539.25",65,"22,550.00","1,96,560",0.60,0.65,"1,60,680",-0.90,0.65,46.37,"44,721","2,570","10,222",
,101,-1,2,-,"1,469.50",7.55,65,"1,471.85","1,503.70",325,"22,600.00","7,99,175",0.60,0.65,"2,65,655",-1.05,0.60,44.95,"73,084","1,426","19,687",
,24,-,-,-,-,-,65,"1,418.00","1,427.50",65,"22,650.00","1,57,430",0.65,0.70,"52,780",-1.00,0.70,43.54,"34,017","-1,664","8,231",
,236,-23,118,-,"1,370.00",19.95,65,"1,371.95","1,380.15",65,"22,700.00","5,72,000",0.70,0.75,"4,03,520",-1.05,0.70,42.47,"1,24,039","-14,346","23,436",
,34,-,1,-,"1,240.00",-63.05,65,"1,320.75","1,327.60",65,"22,750.00","2,91,785",0.70,0.75,"39,845",-1.10,0.75,41.68,"46,170","2,785","13,017",
,590,-39,118,-,"1,269.40",11.35,65,"1,274.70","1,280.60",65,"22,800.00","9,21,570",0.70,0.75,"14,51,970",-1.15,0.75,40.23,"1,47,275","-11,925","36,283",
,84,-,-,50.57,-,-,65,"1,218.80","1,229.20",65,"22,850.00","4,88,475",0.75,0.80,"3,97,345",-1.20,0.80,38.78,"68,130",807,"20,842",
,487,-12,20,-,"1,161.00",11.00,65,"1,171.20","1,178.45",65,"22,900.00","12,54,045",0.75,0.80,"10,20,370",-1.25,0.80,37.60,"1,87,641","-12,227","45,278",
,281,-6,10,-,"1,066.55",-51.80,65,"1,121.05","1,127.60",65,"22,950.00","5,60,300",0.75,0.80,"3,44,370",-1.40,0.80,35.88,"79,779","5,923","23,184",
,"9,898","-1,078","2,768",-,"1,073.25",-8.70,65,"1,073.70","1,076.95",65,"23,000.00","23,65,805",0.80,0.85,"23,02,105",-1.50,0.80,34.67,"7,65,127","27,590","2,18,460",
,374,-5,28,-,"1,027.70",13.20,65,"1,021.15","1,027.80",65,"23,050.00","6,02,225",0.85,0.90,"3,97,800",-1.60,0.85,33.66,"86,505","5,072","25,881",
,915,-607,957,-,971.70,16.25,130,973.05,975.40,65,"23,100.00","16,40,405",0.85,0.90,"11,68,765",-1.75,0.90,32.17,"2,80,153","-22,267","54,578",
,476,-5,31,36.43,930.00,15.35,260,922.80,928.10,130,"23,150.00","15,41,800",0.85,0.90,"2,57,855",-1.85,0.90,30.88,"1,53,748","6,268","46,919",
,"2,662",-225,993,-,871.00,7.80,130,873.35,877.20,65,"23,200.00","21,44,935",0.95,1.00,"20,88,320",-2.00,0.95,29.38,"4,02,638","25,939","1,11,867",
,477,-19,133,-,814.10,6.75,195,823.35,827.05,65,"23,250.00","9,05,060",1.00,1.05,"4,50,515",-2.10,1.00,28.04,"1,93,083","2,798","38,541",
,"4,675",-275,"1,092",-,771.60,12.35,65,774.20,777.30,130,"23,300.00","30,52,335",1.00,1.05,"12,91,485",-2.15,1.05,26.52,"5,37,580","43,337","1,28,644",
,"1,899",-34,346,-,716.05,7.30,195,723.10,727.60,195,"23,350.00","10,27,390",1.10,1.15,"2,18,595",-2.35,1.15,25.30,"2,77,179","22,008","66,068",
,"12,637",-683,"1,907",-,668.60,5.05,260,674.00,675.50,130,"23,400.00","19,30,045",1.10,1.15,"12,92,135",-2.85,1.10,23.75,"6,65,344","43,149","1,50,906",
,"3,189",-144,889,-,620.85,9.65,260,623.20,626.45,130,"23,450.00","12,30,125",1.15,1.20,"2,60,130",-3.20,1.20,22.33,"4,83,656","16,906","69,365",
,"30,516","-1,752","14,873",-,575.20,10.75,260,574.25,576.60,520,"23,500.00","11,71,560",1.20,1.25,"19,39,015",-3.55,1.25,21.11,"11,31,323","83,737","2,69,341",
,"2,862",-278,"2,232",-,524.40,9.10,130,523.25,526.15,65,"23,550.00","13,00,000",1.30,1.35,"7,57,640",-3.95,1.35,19.61,"4,94,882","51,431","1,00,581",
,"17,409","-2,724","14,378",-,472.00,13.70,585,473.65,475.15,65,"23,600.00","23,05,810",1.35,1.40,"11,89,175",-4.85,1.40,18.08,"7,77,776","49,202","1,65,252",
,"7,680",-489,"7,141",-,423.20,9.85,390,424.25,425.90,195,"23,650.00","9,47,375",1.50,1.55,"12,23,885",-5.90,1.50,16.43,"5,49,589","45,381","93,829",
,"25,527","-8,054","58,542",-,374.75,12.40,325,374.65,375.70,325,"23,700.00","17,91,205",1.65,1.70,"10,61,840",-7.45,1.70,15.15,"12,21,264","57,617","1,84,085",
,"7,655","-1,105","30,775",-,324.00,5.45,65,325.20,326.00,65,"23,750.00","7,23,450",2.00,2.05,"1,17,780",-9.75,2.00,13.87,"9,79,798","74,612","1,29,725",
,"33,251","-5,089","2,17,844",-,276.10,6.80,130,275.75,276.50,195,"23,800.00","1,31,170",2.50,2.55,"8,19,585",-13.10,2.50,12.67,"19,09,095","96,511","2,19,568",
,"10,913","1,287","2,00,862",-,227.20,3.10,585,226.75,227.30,325,"23,850.00","29,315",3.45,3.50,"1,21,875",-18.05,3.45,11.63,"18,37,780","1,00,663","1,62,572",
,"55,612","13,870","10,00,325",-,179.05,-5.40,390,179.00,179.45,130,"23,900.00","1,42,350",5.70,5.75,"3,835",-24.45,5.75,11.07,"36,34,702","2,32,857","3,66,644",
,"52,112","25,441","14,60,121",-,133.75,-12.95,195,133.40,133.75,520,"23,950.00","33,865",9.65,9.70,"7,280",-32.35,9.70,10.48,"38,12,618","2,57,898","3,68,133",
,"2,52,256","1,00,294","51,71,545",7.22,91.95,-23.35,390,91.75,91.95,65,"24,000.00","8,190",18.10,18.15,"1,560",-40.75,18.20,10.31,"68,47,135","4,53,831","6,53,504",
,"2,20,339","1,69,732","52,73,650",7.65,56.20,-30.90,260,56.20,56.35,845,"24,050.00",260,32.60,32.65,"5,590",-48.00,32.65,10.13,"39,61,219","3,42,012","3,84,460",
,"3,78,891","3,06,429","60,03,152",8.07,31.90,-32.90,"9,945",31.80,31.90,390,"24,100.00","2,210",58.40,58.55,130,-48.20,58.45,10.73,"26,35,369","1,75,113","2,10,954",
,"2,23,101","1,81,522","33,91,644",8.38,16.10,-30.90,"4,485",16.05,16.15,"12,610","24,150.00",455,93.25,93.45,520,-45.30,93.30,11.48,"6,31,854","41,095","51,253",
,"3,15,524","1,97,737","39,42,370",8.82,8.05,-25.25,"7,020",8.05,8.10,"59,280","24,200.00",195,135.25,135.55,130,-39.10,135.30,12.92,"5,34,090","26,228","47,513",
,"1,37,866","98,128","19,32,591",9.37,4.00,-19.55,"26,195",3.95,4.00,"1,21,745","24,250.00",195,181.45,181.95,260,-32.55,181.70,14.47,"99,663","6,825","10,449",
,"1,97,198","73,986","25,70,958",10.10,2.25,-14.10,"2,21,325",2.20,2.25,"3,05,305","24,300.00",260,229.35,230.00,130,-27.75,230.00,16.70,"1,04,764","12,886","25,652",
,"87,771","51,445","16,06,945",10.90,1.30,-10.70,"14,55,220",1.25,1.30,"2,99,065","24,350.00",65,278.35,279.20,130,-26.60,279.90,18.78,"15,329","1,782","3,319",
,"1,66,993","21,176","10,74,226",12.22,1.05,-8.10,"29,80,770",1.00,1.05,"22,55,955","24,400.00",260,328.45,329.40,455,-23.30,329.20,20.84,"19,722","2,440","9,849",
,"45,885","6,827","3,83,882",13.29,0.90,-5.95,"10,17,575",0.85,0.90,"16,75,505","24,450.00",65,376.85,378.50,455,-23.75,375.80,22.45,"2,256",483,"1,331",
,"2,23,194","51,355","9,42,578",14.67,0.80,-4.70,"35,38,405",0.75,0.80,"25,79,525","24,500.00",130,426.95,428.25,130,-19.25,429.25,24.94,"15,281","-1,327","24,191",
,"47,976","18,798","3,45,697",16.01,0.75,-3.50,"14,43,130",0.70,0.75,"3,81,940","24,550.00",65,476.90,478.60,130,-20.45,479.20,26.62,641,193,569,
,"1,01,366","38,730","4,82,456",17.13,0.65,-2.75,"18,96,375",0.65,0.70,"15,54,605","24,600.00",65,528.00,530.05,195,-7.70,532.55,28.71,"8,538","-1,703","10,733",
,"48,361","20,704","2,46,139",18.55,0.60,-2.30,"15,28,735",0.60,0.65,"20,64,920","24,650.00",65,577.45,580.35,65,-7.95,583.20,31.64,"1,416",534,843,
,"79,478","18,608","3,53,126",19.94,0.60,-1.75,"21,50,460",0.55,0.60,"31,06,090","24,700.00",130,627.45,630.00,65,-7.55,628.00,32.54,"1,575",-520,"1,575",
,"39,353","11,167","2,00,321",21.33,0.65,-1.30,"8,35,185",0.60,0.65,"3,13,365","24,750.00",65,675.80,680.90,195,-19.95,681.60,34.14,81,10,246,
,"84,019","21,584","2,57,815",22.48,0.60,-1.15,"20,43,340",0.55,0.60,"13,60,840","24,800.00",65,727.65,730.90,65,-6.55,729.00,36.51,720,-149,"2,254",
,"20,299","3,201","99,097",23.83,0.55,-0.95,"12,55,020",0.50,0.55,"2,24,705","24,850.00",65,776.35,781.15,65,-18.90,782.05,25.26,155,1,182,
,"40,950","3,902","1,61,592",24.90,0.55,-0.85,"10,76,465",0.50,0.55,"24,99,315","24,900.00",65,827.70,831.45,260,-13.50,832.55,41.40,231,-67,886,
,"24,025","7,345","97,414",25.93,0.50,-0.75,"4,75,475",0.50,0.55,"7,10,970","24,950.00",65,874.75,882.25,65,-14.00,882.65,43.29,26,-2,81,
,"1,81,293","-6,118","4,82,627",27.22,0.55,-0.70,"21,86,210",0.50,0.55,"33,21,565","25,000.00",650,930.00,931.10,65,-17.80,931.00,45.54,"4,573","-1,106","11,964",
,"21,895","5,102","59,072",28.17,0.50,-0.60,"5,10,380",0.45,0.50,"2,63,185","25,050.00",65,974.35,985.45,65,-243.55,986.45,45.68,27,7,39,
,"31,990","-6,469","89,541",29.79,0.50,-0.55,"8,52,020",0.45,0.50,"16,62,310","25,100.00",65,"1,027.30","1,031.80",65,-26.85,"1,036.75",49.10,56,-27,686,
,"15,171","-2,984","34,488",30.69,0.50,-0.50,"3,09,725",0.45,0.50,"69,420","25,150.00",65,"1,064.20","1,090.60",65,-55.95,"1,098.70",58.39,4,1,9,
,"43,312","-9,569","97,432",31.94,0.45,-0.50,"14,01,920",0.40,0.45,"5,03,750","25,200.00",65,"1,129.40","1,132.65",65,-18.10,"1,133.20",58.17,75,-33,504,
,"15,012","-1,191","28,814",33.58,0.45,-0.45,"2,82,035",0.40,0.45,"1,84,665","25,250.00",65,"1,163.75","1,201.45",65,-81.10,"1,200.15",63.19,4,1,25,
,"29,857","-7,165","71,281",34.43,0.45,-0.45,"7,76,295",0.40,0.45,"1,72,315","25,300.00",65,"1,227.15","1,234.80",65,-33.50,"1,229.70",57.36,233,-91,365,
,"5,161","-1,592","9,662",35.66,0.45,-0.35,"97,825",0.40,0.45,"67,210","25,350.00",65,"1,263.75","1,290.70",65,-71.35,"1,300.00",67.07,3,-,5,
,"13,605","-3,757","15,401",36.88,0.40,-0.35,"7,69,405",0.35,0.40,"2,40,500","25,400.00",65,"1,329.80","1,333.85",65,-31.20,"1,334.30",42.08,42,-9,120,
,"6,625",-265,"5,405",38.10,0.45,-0.35,"88,595",0.40,0.45,"27,560","25,450.00",65,"1,377.20","1,395.15",65,-,-,64.45,-,-,7,
,"80,960","-12,707","1,07,364",38.81,0.40,-0.35,"17,59,290",0.35,0.40,"9,50,495","25,500.00",65,"1,428.00","1,433.05",65,-22.60,"1,430.25",64.64,"1,317",-97,"9,387",
,"4,070",443,"18,181",40.52,0.40,-0.30,"1,29,740",0.35,0.40,"11,245","25,550.00",65,"1,463.10","1,493.95",65,-70.00,"1,500.00",74.81,5,-1,12,
,"11,273","-2,132","17,601",41.19,0.35,-0.30,"2,07,610",0.35,0.40,"2,02,865","25,600.00",65,"1,525.90","1,531.20",65,-34.40,"1,528.00",69.77,80,-52,103,
,"1,945",-442,"2,660",43.40,0.45,-0.25,"26,650",0.40,0.45,"8,450","25,650.00",845,"1,555.55","1,590.80",65,-81.25,"1,576.75",78.60,3,-1,6,
,"5,586","-1,136","8,227",43.55,0.30,-0.30,"1,71,145",0.30,0.35,"1,08,420","25,700.00",65,"1,630.00","1,665.85",65,-30.35,"1,629.15",-,53,-32,70,
,"1,403",-174,"1,380",44.72,0.40,-0.25,"45,240",0.35,0.40,"7,865","25,750.00",65,"1,631.85","1,695.60",65,-,-,119.12,-,-,11,
,"5,765","-2,762","15,778",45.89,0.35,-0.25,"1,54,375",0.35,0.40,"3,34,425","25,800.00",65,"1,725.30","1,733.75",65,-38.45,"1,729.00",64.78,59,-34,92,
,"2,904",277,"4,857",47.05,0.40,-0.30,"76,050",0.40,0.45,"30,745","25,850.00",65,"1,762.80","1,795.85",65,-,-,94.52,-,-,20,
,"4,151",-397,"8,445",47.54,0.35,-0.25,"77,025",0.35,0.40,"84,435","25,900.00",65,"1,812.20","1,838.65",65,21.85,"1,851.00",88.52,11,-4,34,
,"1,588",-50,"2,550",49.97,0.40,-0.15,"36,075",0.35,0.40,"6,630","25,950.00",780,"1,856.00","1,899.10",780,-,-,111.09,-,-,10,
,"42,773","-3,264","41,340",50.51,0.40,-0.20,"7,25,790",0.35,0.40,"7,41,455","26,000.00",65,"1,928.95","1,933.10",65,-22.10,"1,934.00",82.30,"2,653",-69,"11,814",
,"1,352",595,"1,827",51.65,0.40,-0.15,"20,865",0.35,0.40,"2,795","26,050.00",65,"1,957.95","1,999.20",780,-,-,110.28,-,-,11,
,"1,850",202,"3,949",52.79,0.40,-0.20,"46,215",0.40,0.45,"50,115","26,100.00",65,"2,028.55","2,036.45",130,-23.55,"2,026.00",67.88,17,-5,85,
,"1,515",595,"3,338",54.58,0.40,-0.15,"29,835",0.40,0.45,"4,290","26,150.00",780,"2,050.30","2,129.40",780,-,-,15.48,-,-,8,
,"4,068","-1,229","10,951",54.31,0.30,-0.25,"61,750",0.30,0.35,"45,565","26,200.00",65,"2,129.60","2,135.55",65,-0.10,"2,137.70",91.42,166,-5,832,
,449,70,550,56.18,0.35,-0.10,"1,950",0.35,0.45,65,"26,250.00",780,"2,148.40","2,202.75",780,-,-,13.40,-,-,4,
,"1,893",-522,"4,234",57.30,0.40,-0.10,"30,810",0.40,0.45,"25,155","26,300.00",65,"2,208.35","2,237.00",130,45.85,"2,243.70",97.09,89,-66,223,
,816,433,"7,085",59.12,0.35,-0.05,"6,045",0.35,0.40,"10,335","26,350.00",65,"2,258.40","2,297.15",65,-264.35,"2,290.00",95.37,2,-1,13,
,"1,007",-24,"2,303",59.53,0.30,-0.20,"18,070",0.30,0.35,"18,070","26,400.00",65,"2,331.60","2,363.30",65,-36.55,"2,321.00",-,6,-4,117,
,"1,057",302,"1,280",60.64,0.35,-0.10,"10,790",0.35,0.40,"3,380","26,450.00",780,"2,351.50","2,392.70",65,-,-,-,-,-,4,
,"11,884","-1,156","9,926",60.92,0.30,-0.10,"2,43,360",0.25,0.30,"1,18,495","26,500.00",520,"2,435.00","2,435.45",130,-18.75,"2,434.65",102.21,402,-,"3,200",
,534,187,760,62.84,0.35,-0.05,"3,640",0.30,0.40,"1,300","26,550.00",780,"2,429.65","2,544.25",780,-,-,-,-,-,4,
,790,-423,"2,331",63.10,0.40,0.05,"6,435",0.35,0.40,"4,095","26,600.00",65,"2,504.45","2,547.55",65,-104.00,"2,530.00",102.44,26,-2,24,
,737,10,"1,220",64.18,0.35,-,"4,680",0.30,0.35,65,"26,650.00",780,"2,529.30","2,626.60",780,-,-,-,-,-,2,
,"1,181",108,"2,307",65.26,0.35,-,"33,475",0.30,0.35,"11,245","26,700.00",65,"2,625.10","2,643.00",65,-109.25,"2,626.25",-,8,-1,41,
,274,47,377,66.33,0.30,-0.05,130,0.30,0.35,"7,995","26,750.00",780,"2,557.30","2,722.70",780,-,-,-,-,-,2,
,772,-110,"1,106",67.40,0.30,-0.05,"3,445",0.30,0.35,455,"26,800.00",65,"2,709.60","2,781.70",65,19.15,"2,735.55",104.67,29,-19,39,
,586,-119,"1,090",67.44,0.30,-0.10,"3,185",0.30,0.35,"1,300","26,850.00",780,"2,727.30","2,829.50",780,-,-,-,-,-,3,
,711,-70,"1,431",70.45,0.30,-0.05,"4,095",0.25,0.35,"1,625","26,900.00",780,"2,791.50","2,881.30",780,-,-,50.69,-,-,2,
,680,-58,864,70.59,0.35,-0.10,"2,015",0.30,0.40,"2,665","26,950.00",65,"2,850.40","2,928.00",780,-,-,-,-,-,1,
,"14,450",955,"14,353",70.58,0.25,-0.15,"4,85,940",0.20,0.25,"1,57,235","27,000.00",65,"2,935.05","2,936.70",65,-21.50,"2,935.00",119.30,719,-293,"4,512",
,688,-6,839,71.62,0.30,-0.10,65,0.35,0.40,"2,860","27,050.00",65,"2,855.05","3,043.70","1,690",-,-,-,-,-,1,
,"1,284",191,"2,122",72.66,0.30,-0.10,"5,265",0.25,0.35,"8,450","27,100.00",65,"3,003.75","3,050.95",65,5.00,"3,080.00",149.97,1,-,43,
,630,49,499,73.69,0.30,-0.10,"1,170",0.30,0.35,715,"27,150.00",780,"3,037.10","3,135.30",780,-,-,-,-,-,1,
,"3,464",1,"4,195",74.72,0.25,-0.10,"76,375",0.25,0.30,"21,840","27,200.00",65,"3,131.65","3,147.65",65,-28.20,"3,130.00",107.77,34,-10,75,
,"3,481","-1,368","8,338",75.75,0.30,-0.20,"75,660",0.25,0.30,"15,665","27,250.00",780,"3,017.35","3,201.25",65,-,-,-,-,-,96,
