CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,4,-,-,-,-,-,780,"2,925.80","3,001.40",780,"21,100.00","51,675",0.25,0.30,"2,03,060",-0.50,0.25,81.20,"7,663","-2,005","3,706",
,4,-,-,-,-,-,780,"2,876.15","2,955.90",780,"21,150.00","3,835",0.25,0.35,390,-0.40,0.25,79.86,654,48,410,
,4,-,-,-,-,-,780,"2,814.30","2,893.30",780,"21,200.00","26,455",0.25,0.30,"29,055",-0.50,0.30,79.71,"9,506","-1,995","2,754",
,4,-,-,-,-,-,780,"2,776.90","2,843.35",780,"21,250.00","15,210",0.25,0.30,"4,160",-0.50,0.25,77.17,"2,370",-428,"1,046",
,4,-,-,54.25,-,-,65,"2,737.95","2,788.30",780,"21,300.00","1,01,595",0.25,0.30,520,-0.55,0.30,76.99,"13,359","-4,777","3,825",
,5,-,-,170.74,-,-,65,"2,662.65","2,745.75",65,"21,350.00","1,625",0.25,0.40,"1,365",-0.50,0.30,75.63,482,-6,571,
,5,-,-,-,-,-,780,"2,623.05","2,696.50",780,"21,400.00","1,16,805",0.25,0.30,"53,105",-0.60,0.25,73.15,"10,307","-2,809","2,797",
,6,-,-,168.93,-,-,780,"2,562.80","2,633.65",65,"21,450.00","31,590",0.30,0.35,"1,430",-0.50,0.35,73.90,"2,049",-125,"1,471",
,183,-5,6,-,"2,565.00",18.55,65,"2,562.15","2,571.05",390,"21,500.00","4,05,275",0.25,0.30,"3,36,050",-0.55,0.30,70.48,"73,847","-19,263","19,989",
,1,-,-,109.35,-,-,780,"2,467.30","2,563.80",780,"21,550.00","47,255",0.30,0.35,"3,575",-0.45,0.35,70.22,"2,368",-78,"1,772",
,3,-,-,-,-,-,780,"2,414.65","2,495.35",780,"21,600.00","70,395",0.30,0.35,"76,895",-0.55,0.30,67.82,"12,045","-1,585","3,837",
,2,-,-,38.18,-,-,65,"2,390.65","2,436.15",780,"21,650.00","27,625",0.35,0.40,"5,330",-0.50,0.35,67.52,"2,783",198,"1,675",
,3,-,-,-,-,-,65,"2,339.15","2,387.65",780,"21,700.00","47,515",0.30,0.35,"70,265",-0.55,0.30,67.07,"7,004","-1,815","4,339",
,2,-,-,-,-,-,65,"2,288.15","2,344.50",780,"21,750.00","17,810",0.40,0.45,"16,575",-0.55,0.40,66.50,"3,100",341,"1,184",
,41,-,-,-,-,-,65,"2,241.85","2,285.05",780,"21,800.00","1,40,335",0.30,0.35,"22,230",-0.50,0.35,64.35,"12,144","-3,794","8,817",
,3,-,-,23.67,-,-,65,"2,192.30","2,235.75",65,"21,850.00","56,290",0.35,0.40,"13,065",-0.55,0.40,63.75,"2,987",-162,"1,809",
,5,-,1,-,"2,125.00",23.05,65,"2,158.95","2,182.15",130,"21,900.00","57,915",0.35,0.40,"46,995",-0.60,0.35,61.63,"6,337",-578,"4,064",
,4,-,-,-,-,-,780,"2,079.90","2,143.60",780,"21,950.00","22,620",0.40,0.45,"26,910",-0.60,0.40,61.00,"4,148",110,"2,095",
,"5,040",-401,923,-,"2,070.85",17.95,65,"2,062.45","2,067.55",65,"22,000.00","9,54,850",0.35,0.40,"7,48,605",-0.65,0.35,58.92,"81,945","-25,086","47,959",
,14,-,-,34.37,-,-,65,"1,998.85","2,035.50",780,"22,050.00","36,725",0.45,0.50,"31,980",-0.55,0.45,59.49,"6,347",-640,"3,695",
,17,-,-,-,-,-,65,"1,946.45","1,984.95",780,"22,100.00","2,19,440",0.45,0.50,"1,21,095",-0.65,0.45,58.09,"18,518","-5,364","14,116",
,3,-,-,-,-,-,65,"1,893.90","1,935.60",780,"22,150.00","37,765",0.50,0.55,"28,860",-0.60,0.50,56.70,"10,468","-1,643","3,787",
,29,-1,5,-,"1,874.00",77.40,65,"1,860.55","1,869.90",65,"22,200.00","3,14,405",0.50,0.55,"1,41,765",-0.70,0.50,55.82,"42,344","-14,957","14,570",
,6,-,-,-,-,-,65,"1,795.50","1,834.35",780,"22,250.00","1,53,790",0.45,0.50,"50,765",-0.75,0.50,53.91,"8,053","-1,565","5,720",
,32,-2,3,-,"1,765.00",10.55,65,"1,745.80","1,778.95",65,"22,300.00","2,70,465",0.45,0.50,"31,915",-0.80,0.45,52.52,"16,894","-6,058","10,428",
,8,-,-,-,-,-,65,"1,698.80","1,734.30",780,"22,350.00","86,515",0.45,0.50,"47,580",-0.85,0.45,50.61,"10,216",-663,"4,325",
,216,-1,6,-,"1,656.00",2.70,65,"1,656.30","1,682.75",65,"22,400.00","2,04,035",0.50,0.55,"2,00,005",-0.85,0.50,49.74,"38,515","-3,275","12,125",
,8,-,3,-,"1,570.50",-126.55,65,"1,610.90","1,633.05",65,"22,450.00","45,110",0.55,0.60,"19,825",-0.90,0.55,48.80,"9,283",-995,"3,624",
,"3,452",-83,209,-,"1,565.00",0.10,65,"1,562.20","1,567.70",390,"22,500.00","12,70,555",0.55,0.60,"9,30,475",-0.85,0.60,47.81,"2,32,614","-45,730","80,604",
,22,-,1,-,"1,500.45",48.45,65,"1,510.85","1,532.65",65,"22,550.00","1,29,610",0.60,0.65,"25,675",-0.90,0.65,46.40,"34,399",125,"7,777",
,101,-1,2,-,"1,469.50",7.55,195,"1,455.80","1,472.20",130,"22,600.00","5,63,745",0.60,0.65,"2,88,275",-1.00,0.65,44.98,"48,284","-2,401","15,860",
,24,-,-,-,-,-,65,"1,407.00","1,417.70",65,"22,650.00","63,895",0.60,0.65,"89,635",-1.05,0.65,43.18,"22,848","-3,448","6,447",
,237,-22,115,-,"1,339.55",-10.50,65,"1,360.60","1,368.20",65,"22,700.00","4,69,820",0.60,0.65,"1,12,450",-1.10,0.65,42.15,"1,15,755","-14,642","23,140",
,34,-,1,-,"1,240.00",-63.05,65,"1,310.90","1,317.65",65,"22,750.00","1,74,525",0.70,0.75,"1,78,880",-1.15,0.70,40.73,"38,625",775,"11,007",
,592,-37,116,-,"1,270.00",11.95,65,"1,260.60","1,266.55",65,"22,800.00","8,20,690",0.70,0.75,"9,13,315",-1.20,0.70,39.31,"1,24,774","-14,471","33,737",
,84,-,-,50.57,-,-,65,"1,208.15","1,216.45",65,"22,850.00","5,68,035",0.70,0.75,"2,20,545",-1.30,0.70,38.22,"63,807",681,"20,716",
,487,-12,20,-,"1,161.00",11.00,65,"1,161.20","1,166.25",130,"22,900.00","10,20,630",0.75,0.80,"13,90,285",-1.25,0.80,36.78,"1,71,751","-12,913","44,592",
,281,-6,10,-,"1,066.55",-51.80,65,"1,110.90","1,116.95",130,"22,950.00","4,72,680",0.75,0.80,"4,37,580",-1.45,0.75,35.64,"74,762","5,724","22,985",
,"9,952","-1,024","2,540",-,"1,067.25",-14.70,65,"1,062.10","1,065.25",130,"23,000.00","15,50,445",0.75,0.80,"18,88,575",-1.50,0.80,34.19,"6,98,800","14,830","2,05,700",
,375,-4,27,-,"1,002.85",-11.65,65,"1,011.45","1,017.95",130,"23,050.00","4,27,960",0.85,0.90,"3,97,930",-1.55,0.90,33.47,"76,301","3,720","24,529",
,970,-552,881,-,953.30,-2.15,130,961.30,965.55,65,"23,100.00","9,37,820",0.80,0.85,"15,51,290",-1.80,0.85,31.77,"2,50,614","-23,269","53,576",
,476,-5,29,-,905.75,-8.90,130,909.30,916.70,65,"23,150.00","8,88,940",0.85,0.90,"10,91,415",-1.85,0.90,30.29,"1,39,983","5,258","45,909",
,"2,669",-218,947,-,865.00,1.80,65,861.60,866.25,195,"23,200.00","20,29,625",0.90,0.95,"14,91,620",-2.05,0.90,29.22,"3,36,782","25,657","1,11,585",
,471,-25,121,-,805.00,-2.35,195,810.95,816.30,65,"23,250.00","7,33,070",0.95,1.00,"11,19,300",-2.10,1.00,27.90,"1,70,062","2,857","38,600",
,"4,668",-282,979,-,766.00,6.75,65,762.35,765.15,130,"23,300.00","18,77,460",0.95,1.00,"19,04,565",-2.20,1.00,26.21,"4,80,339","41,189","1,26,496",
,"1,901",-32,321,-,716.00,7.25,65,711.85,715.45,195,"23,350.00","8,70,220",1.05,1.10,"6,57,670",-2.45,1.05,25.03,"2,16,845","8,969","53,029",
,"12,698",-622,"1,694",-,667.00,3.45,65,662.40,665.35,130,"23,400.00","12,12,640",1.10,1.15,"15,00,720",-2.80,1.15,23.65,"5,85,841","34,786","1,42,543",
,"3,236",-97,731,-,614.70,3.50,65,610.80,614.25,195,"23,450.00","5,59,585",1.15,1.20,"2,92,825",-3.20,1.20,22.23,"4,44,368","18,519","70,978",
,"30,637","-1,631","13,407",-,564.30,-0.15,260,563.05,564.85,65,"23,500.00","6,96,085",1.25,1.30,"17,66,765",-3.55,1.25,20.79,"9,70,990","70,426","2,56,030",
,"2,875",-265,"2,132",-,514.50,-0.80,455,511.25,514.20,65,"23,550.00","5,45,090",1.30,1.35,"2,41,475",-3.95,1.35,19.54,"4,37,636","37,653","86,803",
,"17,741","-2,392","12,974",-,462.90,4.60,455,461.50,463.05,455,"23,600.00","10,34,540",1.35,1.40,"13,60,060",-4.90,1.35,17.92,"6,85,311","42,932","1,58,982",
,"7,716",-453,"6,422",-,414.20,0.85,195,412.15,413.75,195,"23,650.00","12,04,970",1.40,1.45,"4,93,870",-5.95,1.45,16.47,"4,68,392","35,317","83,765",
,"27,066","-6,515","52,902",-,364.25,1.90,65,363.00,363.85,195,"23,700.00","20,27,415",1.60,1.65,"1,23,695",-7.50,1.65,15.11,"11,26,160","50,771","1,77,239",
,"7,755","-1,005","27,931",-,313.95,-4.60,65,312.90,313.80,650,"23,750.00","14,48,395",2.00,2.05,"1,34,745",-9.75,2.00,13.91,"8,58,808","63,370","1,18,483",
,"34,919","-3,421","1,90,317",-,265.15,-4.15,130,264.05,264.75,520,"23,800.00","7,04,145",2.80,2.85,"2,47,390",-12.80,2.80,12.80,"16,78,912","95,634","2,18,691",
,"11,499","1,873","1,81,590",-,215.90,-8.20,325,216.00,216.60,585,"23,850.00","1,09,655",4.15,4.20,"22,230",-17.30,4.20,11.90,"16,00,258","1,08,166","1,70,075",
,"58,911","17,169","8,83,736",-,169.90,-14.55,455,169.55,169.95,65,"23,900.00","88,985",7.40,7.45,"32,240",-22.75,7.45,11.41,"31,33,772","2,37,877","3,71,664",
,"53,998","27,327","13,13,807",-,124.90,-21.80,390,124.45,124.75,65,"23,950.00","10,010",13.30,13.35,"9,035",-28.80,13.25,10.90,"31,86,186","2,48,386","3,58,621",
,"2,78,675","1,26,713","45,72,497",7.31,85.95,-29.35,"1,170",86.00,86.15,"1,235","24,000.00","5,785",24.65,24.75,"4,030",-34.20,24.75,10.77,"57,20,764","4,25,308","6,24,981",
,"2,44,952","1,94,345","43,91,071",7.76,53.55,-33.55,"3,640",53.40,53.55,585,"24,050.00","4,485",42.05,42.20,585,-38.60,42.05,10.68,"29,67,589","2,68,301","3,10,749",
,"3,32,129","2,59,667","46,82,666",8.44,31.30,-33.50,"3,640",31.20,31.35,"6,955","24,100.00","1,885",70.45,70.65,65,-36.00,70.65,11.34,"19,18,037","1,39,080","1,74,921",
,"2,05,725","1,64,146","26,45,175",8.76,16.55,-30.45,"14,950",16.55,16.60,"1,235","24,150.00",325,105.25,105.50,455,-33.20,105.40,12.24,"4,60,323","30,522","40,680",
,"2,88,990","1,71,203","31,66,025",9.25,8.60,-24.70,"27,625",8.60,8.65,"11,830","24,200.00",325,147.50,147.90,325,-26.65,147.75,13.67,"4,19,750","22,632","43,917",
,"1,27,743","88,005","15,50,849",9.68,4.35,-19.20,"92,105",4.30,4.35,"21,970","24,250.00",325,193.30,193.85,195,-20.90,193.35,15.44,"73,424","5,795","9,419",
,"1,94,948","71,736","22,42,163",10.36,2.35,-14.00,"3,63,220",2.30,2.35,"1,12,255","24,300.00",520,242.10,242.80,260,-15.45,242.30,17.39,"85,352","12,498","25,264",
,"85,784","49,458","13,70,648",11.06,1.35,-10.65,"19,33,230",1.35,1.40,"14,80,895","24,350.00",195,290.95,291.80,130,-15.60,290.90,19.78,"12,013","1,663","3,200",
,"1,61,054","15,237","9,95,249",12.19,1.00,-8.15,"33,75,060",0.95,1.00,"24,32,300","24,400.00",130,340.65,341.65,65,-12.30,340.20,21.93,"15,968","2,502","9,911",
,"44,811","5,753","3,40,483",13.36,0.80,-6.05,"12,53,785",0.80,0.85,"13,83,980","24,450.00",65,390.00,390.65,650,-9.80,389.75,23.06,"1,607",283,"1,131",
,"2,20,708","48,869","8,79,573",14.64,0.75,-4.75,"58,74,180",0.70,0.75,"30,52,140","24,500.00",65,438.80,440.00,260,-9.50,439.00,25.82,"11,963",-81,"25,437",
,"51,694","22,516","3,07,511",15.83,0.70,-3.55,"14,46,315",0.65,0.70,"11,94,830","24,550.00",65,488.10,490.15,325,-14.40,485.25,27.56,482,161,537,
,"1,04,111","41,475","4,22,451",17.10,0.60,-2.80,"42,58,280",0.55,0.60,"28,03,450","24,600.00",325,538.90,540.70,65,-2.35,537.90,30.19,"7,507","1,451","13,887",
,"46,539","18,882","2,05,289",18.51,0.60,-2.30,"23,32,265",0.55,0.60,"13,95,810","24,650.00",130,588.90,592.30,130,-2.30,588.85,32.31,"1,270",532,841,
,"77,740","16,870","3,06,960",19.71,0.55,-1.80,"31,80,450",0.50,0.55,"10,11,985","24,700.00",260,638.30,641.40,65,5.20,640.75,33.20,"1,148",-281,"1,814",
,"40,450","12,264","1,87,799",21.08,0.50,-1.45,"26,35,360",0.50,0.55,"9,11,170","24,750.00",130,688.20,693.45,195,-19.20,682.35,33.47,32,-7,229,
,"79,608","17,173","2,24,537",21.95,0.50,-1.25,"48,87,025",0.45,0.50,"13,66,560","24,800.00",65,739.30,742.15,65,3.45,739.00,35.46,330,-97,"2,306",
,"20,774","3,676","73,598",23.55,0.50,-1.00,"25,38,770",0.45,0.50,"3,48,790","24,850.00",65,788.00,793.45,130,-15.95,785.00,39.09,145,-1,180,
,"37,532",484,"1,23,788",24.59,0.45,-0.95,"24,13,060",0.45,0.50,"7,67,585","24,900.00",650,839.10,842.60,65,-6.95,839.10,41.16,85,-13,940,
,"24,109","7,429","91,889",25.90,0.50,-0.75,"4,29,780",0.45,0.50,"5,67,125","24,950.00",65,883.50,893.45,65,-0.10,896.55,49.59,15,-4,79,
,"1,72,815","-14,596","4,38,628",27.19,0.45,-0.80,"64,88,040",0.40,0.45,"16,21,490","25,000.00",65,939.30,942.45,65,-8.80,940.00,43.37,"3,061","-1,006","12,064",
,"21,366","4,573","55,598",28.14,0.40,-0.70,"13,57,850",0.35,0.40,"3,36,375","25,050.00",65,987.65,993.60,65,-241.60,988.40,49.02,23,6,38,
,"33,430","-5,029","81,686",29.40,0.40,-0.65,"36,91,350",0.35,0.40,"6,82,955","25,100.00",130,"1,038.40","1,044.90",260,-26.85,"1,036.75",47.55,37,-17,696,
,"15,545","-2,610","32,437",31.03,0.45,-0.55,"4,20,095",0.40,0.45,"3,88,115","25,150.00",65,"1,078.90","1,102.35",65,-55.95,"1,098.70",58.93,4,1,9,
,"43,620","-9,261","81,753",31.91,0.40,-0.55,"34,68,530",0.35,0.40,"7,30,925","25,200.00",65,"1,137.55","1,143.50",65,-11.90,"1,139.40",55.41,67,-32,505,
,"15,135","-1,068","27,966",33.16,0.40,-0.50,"6,89,975",0.35,0.40,"11,765","25,250.00",65,"1,170.05","1,202.15",130,-81.10,"1,200.15",63.74,4,1,25,
,"29,983","-7,039","63,941",34.40,0.35,-0.55,"13,43,680",0.35,0.40,"3,80,250","25,300.00",65,"1,238.85","1,254.35",65,-26.70,"1,236.50",57.05,231,-91,365,
,"5,014","-1,739","8,767",35.17,0.35,-0.45,"1,44,755",0.35,0.40,"34,320","25,350.00",65,"1,281.25","1,299.70",65,-71.35,"1,300.00",67.64,3,-,5,
,"13,677","-3,685","14,264",36.38,0.35,-0.40,"7,91,960",0.35,0.40,"2,91,005","25,400.00",65,"1,338.75","1,345.80",65,-17.55,"1,347.95",68.43,20,-8,121,
,"6,635",-255,"4,722",37.58,0.35,-0.45,"1,82,520",0.30,0.35,"51,090","25,450.00",65,"1,374.70","1,404.10",65,-,-,64.45,-,-,7,
,"81,266","-12,401","97,666",38.78,0.30,-0.45,"48,24,365",0.30,0.35,"11,78,125","25,500.00",65,"1,440.85","1,444.75",195,-10.40,"1,442.45",65.32,804,-98,"9,386",
,"4,277",650,"17,566",39.98,0.35,-0.35,"75,855",0.30,0.35,"64,740","25,550.00",65,"1,469.25","1,506.90",65,-70.00,"1,500.00",75.43,5,-1,12,
,"11,503","-1,902","16,591",41.16,0.35,-0.30,"4,67,350",0.30,0.35,"1,72,445","25,600.00",65,"1,538.25","1,541.90",65,-24.65,"1,537.75",59.98,57,-43,112,
,"1,980",-407,"2,454",41.75,0.35,-0.35,"69,940",0.30,0.35,"16,640","25,650.00",65,"1,569.30","1,598.95",65,-58.00,"1,600.00",79.24,2,-,7,
,"5,689","-1,033","7,911",42.91,0.30,-0.30,"1,71,860",0.30,0.35,"1,30,000","25,700.00",65,"1,638.00","1,654.40",65,-24.95,"1,634.55",69.42,45,-30,72,
,"1,389",-188,"1,237",44.69,0.35,-0.30,"85,215",0.30,0.35,715,"25,750.00",780,"1,661.35","1,704.50",65,-,-,119.12,-,-,11,
,"5,537","-2,990","15,393",45.86,0.35,-0.25,"1,80,830",0.30,0.35,"73,255","25,800.00",65,"1,726.20","1,744.95",65,-22.45,"1,745.00",81.47,53,-23,103,
,"2,959",332,"4,585",47.61,0.40,-0.30,"39,715",0.35,0.40,"55,185","25,850.00",65,"1,760.55","1,802.65",65,-,-,94.52,-,-,20,
,"3,915",-633,"7,122",48.18,0.35,-0.25,"2,63,640",0.30,0.35,"53,820","25,900.00",65,"1,826.90","1,847.15",65,21.85,"1,851.00",89.20,11,-4,34,
,"1,390",-248,"1,722",49.94,0.40,-0.15,"23,920",0.35,0.40,"13,130","25,950.00",65,"1,845.95","1,903.05",65,-,-,111.09,-,-,10,
,"41,756","-4,281","34,132",50.48,0.30,-0.30,"9,50,040",0.30,0.35,"4,39,270","26,000.00",65,"1,942.00","1,946.70",130,-13.10,"1,943.00",84.60,"2,442",-66,"11,817",
,"1,372",615,"1,672",51.62,0.40,-0.15,"22,360",0.30,0.35,"1,625","26,050.00",780,"1,943.40","2,002.95",65,-,-,110.28,-,-,11,
,"1,818",170,"3,359",52.04,0.35,-0.25,"68,835",0.30,0.35,"19,045","26,100.00",65,"2,044.00","2,045.75",65,-9.55,"2,040.00",88.01,11,-5,85,
,"1,529",609,"3,100",53.89,0.30,-0.25,"30,550",0.30,0.35,"22,880","26,150.00",780,"2,043.10","2,131.05",780,-,-,15.48,-,-,8,
,"4,018","-1,279","10,071",54.28,0.25,-0.30,"48,035",0.25,0.30,"75,400","26,200.00",65,"2,117.35","2,146.70",65,18.05,"2,155.85",103.33,164,-3,834,
,438,59,543,56.15,0.35,-0.10,"1,170",0.30,0.35,"6,305","26,250.00",780,"2,147.85","2,206.15",65,-,-,13.40,-,-,4,
,"1,891",-524,"4,020",57.27,0.35,-0.15,"77,740",0.30,0.35,"25,090","26,300.00",65,"2,216.30","2,248.20",65,45.85,"2,243.70",121.72,89,-66,223,
,854,471,"7,046",57.61,0.30,-0.10,"8,905",0.30,0.40,"18,200","26,350.00",65,"2,285.05","2,302.10",65,-264.35,"2,290.00",84.80,2,-1,13,
,"1,005",-26,"2,290",59.50,0.35,-0.15,"12,155",0.30,0.35,"19,305","26,400.00",65,"2,336.30","2,365.30",780,-3.00,"2,354.55",109.64,3,-,121,
,"1,078",323,"1,194",59.80,0.30,-0.15,"11,180",0.30,0.35,"9,360","26,450.00",780,"2,349.35","2,414.20",845,-,-,-,-,-,4,
,"11,831","-1,209","9,672",60.90,0.30,-0.10,"2,36,730",0.25,0.30,"1,56,455","26,500.00",65,"2,444.05","2,447.00",65,-14.00,"2,439.40",100.72,251,-,"3,200",
,508,161,702,62.82,0.35,-0.05,325,0.30,0.35,"3,185","26,550.00",780,"2,323.90","2,603.20",780,-,-,-,-,-,4,
,817,-396,"2,281",63.91,0.35,-,"1,950",0.30,0.35,"4,420","26,600.00",65,"2,518.85","2,559.80",65,-88.55,"2,545.45",109.57,17,-,26,
,770,43,"1,190",65.01,0.30,-0.05,"1,690",0.30,0.35,"4,810","26,650.00",780,"2,441.75","2,628.25",780,-,-,-,-,-,2,
,"1,185",112,"2,242",65.23,0.25,-0.10,"42,380",0.25,0.30,"22,035","26,700.00",65,"2,618.35","2,653.00",65,-102.80,"2,632.70",99.28,4,-1,41,
,276,49,369,67.19,0.35,-,"1,170",0.25,0.35,"8,775","26,750.00",780,"2,555.70","2,723.15",780,-,-,-,-,-,2,
,782,-100,"1,073",68.27,0.35,-,65,0.30,0.35,"2,665","26,800.00",65,"2,736.15","2,761.00",65,20.50,"2,736.90",96.32,27,-19,39,
,587,-118,"1,081",67.41,0.25,-0.15,"2,405",0.25,0.35,"2,600","26,850.00",780,"2,632.65","2,832.50",780,-,-,-,-,-,3,
,691,-90,"1,323",70.42,0.35,-,910,0.25,0.35,"2,210","26,900.00",780,"2,790.25","2,883.55",780,-,-,50.69,-,-,2,
,673,-65,731,70.57,0.30,-0.15,"1,235",0.30,0.40,"5,850","26,950.00",780,"2,849.40","2,946.75",780,-,-,-,-,-,1,
,"12,641",-854,"10,896",71.62,0.25,-0.15,"2,21,130",0.25,0.30,"1,72,965","27,000.00",65,"2,943.05","2,949.35",325,-16.50,"2,940.00",117.29,547,-238,"4,567",
,650,-44,760,73.63,0.35,-0.05,455,0.30,0.40,"3,640","27,050.00",780,"2,849.45","3,070.00",780,-,-,-,-,-,1,
,"1,257",164,"1,710",72.63,0.25,-0.15,"16,250",0.20,0.25,"15,340","27,100.00",65,"3,023.70","3,055.00",65,5.00,"3,080.00",150.57,1,-,43,
,660,79,408,73.66,0.25,-0.15,"1,690",0.25,0.35,"4,615","27,150.00",780,"2,927.25","3,164.70",780,-,-,-,-,-,1,
,"3,470",7,"3,765",75.82,0.30,-0.05,"72,085",0.25,0.30,"38,870","27,200.00",65,"3,115.30","3,161.35",65,-23.20,"3,135.00",117.43,33,-4,81,
,"3,546","-1,303","8,022",75.72,0.25,-0.25,"69,355",0.20,0.25,"25,610","27,250.00",780,"3,154.55","3,208.25",65,-,-,-,-,-,96,
