CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,-,-,780,"3,166.10","3,282.35",780,"20,850.00","6,955",0.30,0.40,"2,340",-0.15,0.45,90.42,"1,216",-58,473,
,3,-,-,-,-,-,780,"3,129.85","3,231.60",780,"20,900.00","4,030",0.30,0.40,"4,160",-0.30,0.40,89.03,"1,586",-358,727,
,2,-,-,-,-,-,780,"3,072.50","3,209.00",780,"20,950.00",390,0.35,0.45,780,-0.30,0.35,87.64,"1,214",-84,491,
,"1,993",-497,610,-,"3,075.15",21.70,65,"3,065.95","3,074.75",65,"21,000.00","1,02,960",0.40,0.45,"34,580",-0.35,0.40,86.26,"68,188","-19,494","18,888",
,3,-,-,-,-,-,780,"2,974.50","3,058.80",780,"21,050.00","3,380",0.30,0.45,"2,015",-0.40,0.30,83.78,952,9,539,
,4,-,-,-,-,-,780,"2,926.05","3,001.15",780,"21,100.00","1,00,685",0.25,0.30,"1,25,645",-0.45,0.30,82.42,"8,473","-2,076","3,635",
,4,-,-,-,-,-,780,"2,876.30","2,955.65",780,"21,150.00","1,820",0.35,0.45,"2,470",-0.30,0.35,83.93,"1,002",23,385,
,4,-,-,-,-,-,780,"2,815.85","2,893.15",780,"21,200.00","1,02,245",0.35,0.40,"2,340",-0.40,0.40,80.74,"10,497","-1,848","2,901",
,4,-,-,-,-,-,780,"2,778.10","2,842.60",780,"21,250.00","27,820",0.30,0.40,"10,660",-0.40,0.35,79.37,"2,512",-373,"1,101",
,4,-,-,54.25,-,-,780,"2,717.80","2,801.25",780,"21,300.00","1,27,790",0.30,0.35,"45,175",-0.50,0.35,77.99,"14,160","-5,046","3,556",
,5,-,-,170.74,-,-,780,"2,665.40","2,744.65",780,"21,350.00",910,0.35,0.45,"1,820",-0.35,0.45,75.62,496,-6,571,
,5,-,-,-,-,-,780,"2,623.30","2,696.25",780,"21,400.00","65,000",0.30,0.35,"36,140",-0.50,0.35,75.25,"10,585","-2,848","2,758",
,6,-,-,168.93,-,-,780,"2,563.05","2,698.55","1,690","21,450.00","31,070",0.35,0.40,"9,815",-0.45,0.40,74.75,"2,091",-129,"1,467",
,182,-6,7,-,"2,566.40",19.95,65,"2,565.90","2,573.55",65,"21,500.00","4,35,435",0.30,0.35,"2,17,620",-0.50,0.35,71.56,"78,115","-18,656","20,596",
,1,-,-,109.35,-,-,780,"2,468.45","2,558.95",780,"21,550.00","32,500",0.35,0.40,"11,180",-0.40,0.40,71.14,"2,416",-106,"1,744",
,3,-,-,-,-,-,780,"2,415.30","2,495.20",780,"21,600.00","82,550",0.30,0.35,"90,805",-0.50,0.35,68.85,"12,851","-1,568","3,854",
,2,-,-,38.18,-,-,65,"2,342.05","2,452.50",780,"21,650.00","30,485",0.40,0.45,"10,790",-0.45,0.40,69.23,"2,860",309,"1,786",
,3,-,-,-,-,-,65,"2,316.95","2,401.30",780,"21,700.00","41,275",0.35,0.40,"27,560",-0.45,0.40,67.05,"7,475","-1,856","4,298",
,2,-,-,-,-,-,65,"2,288.45","2,342.80",780,"21,750.00","17,940",0.45,0.50,"17,355",-0.50,0.45,67.19,"3,142",406,"1,249",
,41,-,-,-,-,-,780,"2,238.90","2,286.55",65,"21,800.00","1,69,715",0.40,0.45,"1,16,935",-0.40,0.45,65.80,"13,760","-3,814","8,797",
,3,-,-,23.67,-,-,780,"2,152.80","2,251.70",780,"21,850.00","26,000",0.45,0.50,"24,895",-0.50,0.45,64.42,"3,455",-158,"1,813",
,5,-,1,-,"2,125.00",23.05,65,"2,151.45","2,196.50",65,"21,900.00","1,13,100",0.40,0.45,"79,690",-0.50,0.45,62.36,"6,512",-612,"4,030",
,4,-,-,-,-,-,65,"2,092.45","2,142.65",780,"21,950.00","31,265",0.45,0.50,"18,720",-0.50,0.50,62.26,"4,317",125,"2,110",
,"5,002",-439,985,-,"2,065.95",13.05,65,"2,066.80","2,070.90",130,"22,000.00","12,46,570",0.40,0.45,"6,66,640",-0.55,0.45,60.26,"87,326","-25,623","47,422",
,14,-,-,34.37,-,-,780,"1,988.65","2,043.65",780,"22,050.00","83,915",0.45,0.50,"61,425",-0.50,0.50,59.47,"6,604",-636,"3,699",
,17,-,-,-,-,-,780,"1,919.65","1,991.55",65,"22,100.00","1,53,595",0.50,0.55,"1,60,485",-0.60,0.50,58.07,"18,921","-5,726","13,754",
,3,-,-,-,-,-,65,"1,866.95","1,940.85",780,"22,150.00","92,365",0.50,0.55,"69,745",-0.60,0.50,56.68,"11,122","-1,794","3,636",
,29,-1,5,-,"1,874.00",77.40,65,"1,820.05","1,873.05",65,"22,200.00","4,04,885",0.50,0.55,"1,48,980",-0.65,0.55,55.29,"43,491","-14,429","15,098",
,6,-,-,-,-,-,780,"1,770.30","1,844.35",780,"22,250.00","1,02,765",0.55,0.60,"52,520",-0.70,0.55,54.39,"8,664","-1,516","5,769",
,32,-2,3,-,"1,765.00",10.55,65,"1,752.80","1,779.40",65,"22,300.00","83,395",0.55,0.60,"2,33,935",-0.70,0.55,52.99,"18,009","-6,391","10,095",
,8,-,-,-,-,-,780,"1,673.05","1,738.30",780,"22,350.00","1,05,625",0.50,0.55,"23,660",-0.80,0.50,51.59,"11,536",-664,"4,324",
,216,-1,6,-,"1,656.00",2.70,65,"1,660.90","1,674.60",65,"22,400.00","2,36,210",0.55,0.60,"1,89,865",-0.80,0.55,50.18,"40,318","-3,371","12,029",
,8,-,3,-,"1,570.50",-126.55,65,"1,568.75","1,630.95",65,"22,450.00","89,310",0.60,0.65,"11,440",-0.85,0.60,49.21,"9,788",-813,"3,806",
,"3,439",-96,279,-,"1,566.60",1.70,65,"1,567.35","1,570.70",65,"22,500.00","10,55,275",0.65,0.70,"11,11,045",-0.80,0.65,48.18,"2,42,875","-45,255","81,079",
,22,-,1,-,"1,500.45",48.45,65,"1,512.80","1,530.75",65,"22,550.00","1,66,790",0.60,0.65,"1,61,395",-0.90,0.65,46.38,"42,055","1,355","9,007",
,101,-1,2,-,"1,469.50",7.55,65,"1,466.05","1,479.25",65,"22,600.00","7,22,150",0.60,0.65,"3,74,465",-1.00,0.65,44.96,"67,344","2,320","20,581",
,24,-,-,-,-,-,65,"1,412.25","1,420.45",65,"22,650.00","1,43,000",0.65,0.70,"1,33,380",-1.05,0.65,43.55,"31,990","-1,159","8,736",
,236,-23,118,-,"1,370.00",19.95,65,"1,365.30","1,373.35",65,"22,700.00","5,50,550",0.65,0.70,"4,15,870",-1.10,0.65,42.48,"1,22,428","-14,746","23,036",
,34,-,1,-,"1,240.00",-63.05,65,"1,313.80","1,319.80",65,"22,750.00","3,07,255",0.70,0.75,"2,14,175",-1.15,0.70,41.69,"45,368","2,606","12,838",
,590,-39,118,-,"1,269.40",11.35,65,"1,265.85","1,270.25",65,"22,800.00","18,75,380",0.70,0.75,"8,70,090",-1.20,0.70,40.24,"1,42,215","-12,453","35,755",
,84,-,-,50.57,-,-,65,"1,211.65","1,220.50",65,"22,850.00","5,49,965",0.75,0.80,"5,56,140",-1.20,0.80,38.79,"67,373",759,"20,794",
,487,-12,20,-,"1,161.00",11.00,65,"1,165.25","1,170.70",65,"22,900.00","11,45,105",0.75,0.80,"14,03,610",-1.30,0.75,37.61,"1,84,837","-12,495","45,010",
,281,-6,10,-,"1,066.55",-51.80,65,"1,114.45","1,119.95",65,"22,950.00","7,65,245",0.75,0.80,"4,63,450",-1.45,0.75,35.89,"78,956","5,973","23,234",
,"9,905","-1,071","2,718",-,"1,069.55",-12.40,65,"1,066.90","1,069.35",65,"23,000.00","23,47,410",0.80,0.85,"21,84,000",-1.45,0.85,34.68,"7,55,765","27,198","2,18,068",
,375,-4,27,-,"1,002.85",-11.65,65,"1,014.85","1,019.95",130,"23,050.00","15,84,895",0.85,0.90,"5,69,010",-1.55,0.90,33.67,"84,140","5,492","26,301",
,924,-598,947,-,963.95,8.50,130,965.85,968.55,65,"23,100.00","26,34,580",0.85,0.90,"8,18,415",-1.80,0.85,32.18,"2,72,342","-23,298","53,547",
,476,-5,31,35.83,930.00,15.35,130,915.75,921.25,65,"23,150.00","11,03,115",0.90,0.95,"10,15,950",-1.85,0.90,30.89,"1,50,216","6,707","47,358",
,"2,670",-217,966,-,865.10,1.90,130,866.95,870.95,130,"23,200.00","20,53,805",0.95,1.00,"11,83,260",-1.95,1.00,29.39,"3,96,903","25,288","1,11,216",
,477,-19,133,-,814.10,6.75,195,816.10,819.35,65,"23,250.00","12,28,565",1.00,1.05,"6,05,475",-2.10,1.00,28.06,"1,88,656","3,321","39,064",
,"4,678",-272,"1,084",-,768.40,9.15,65,767.75,769.85,65,"23,300.00","23,93,235",1.00,1.05,"16,40,860",-2.20,1.00,26.54,"5,30,040","43,809","1,29,116",
,"1,899",-34,346,-,716.05,7.30,130,715.35,719.25,65,"23,350.00","8,33,105",1.10,1.15,"5,77,850",-2.35,1.15,25.31,"2,64,582","21,685","65,745",
,"12,643",-677,"1,886",-,667.60,4.05,260,666.95,669.90,65,"23,400.00","18,24,875",1.10,1.15,"18,85,130",-2.85,1.10,23.77,"6,49,612","40,677","1,48,434",
,"3,248",-85,761,-,618.05,6.85,65,615.60,618.85,130,"23,450.00","10,90,505",1.15,1.20,"3,52,300",-3.25,1.15,22.34,"4,77,290","18,592","71,051",
,"30,550","-1,718","14,438",-,566.50,2.05,65,567.35,569.10,260,"23,500.00","19,63,715",1.25,1.30,"15,41,150",-3.55,1.25,21.12,"10,83,670","90,825","2,76,429",
,"2,864",-276,"2,217",-,517.05,1.75,260,516.85,519.65,130,"23,550.00","9,16,435",1.35,1.40,"12,90,185",-3.95,1.35,19.62,"4,78,399","45,960","95,110",
,"17,636","-2,497","13,921",-,467.15,8.85,65,466.25,467.00,195,"23,600.00","13,69,030",1.40,1.45,"14,59,250",-4.80,1.45,18.09,"7,54,494","45,265","1,61,315",
,"7,697",-472,"7,031",-,417.45,4.10,195,417.15,418.40,65,"23,650.00","8,73,145",1.50,1.55,"11,47,445",-5.90,1.50,16.44,"5,22,743","41,073","89,521",
,"25,519","-8,062","57,546",-,368.00,5.65,650,368.00,369.00,910,"23,700.00","17,59,550",1.65,1.70,"7,24,750",-7.45,1.70,15.16,"12,07,318","56,457","1,82,925",
,"7,644","-1,116","30,017",-,317.40,-1.15,65,318.05,318.50,65,"23,750.00","7,24,750",2.00,2.05,"1,52,815",-9.70,2.05,13.94,"9,53,174","73,123","1,28,236",
,"33,511","-4,829","2,11,827",-,269.45,0.15,65,269.40,269.90,455,"23,800.00","4,47,785",2.55,2.60,"6,90,235",-13.00,2.60,12.68,"18,50,542","97,481","2,20,538",
,"10,919","1,293","1,95,723",-,219.85,-4.25,520,219.60,220.00,"1,365","23,850.00","32,045",3.70,3.75,"93,470",-17.80,3.70,11.64,"17,69,217","1,06,959","1,68,868",
,"56,500","14,758","9,64,851",-,173.00,-11.45,130,172.65,172.95,195,"23,900.00","39,130",6.35,6.40,"77,675",-23.80,6.40,11.09,"35,11,219","2,38,152","3,71,939",
,"51,485","24,814","14,21,573",-,128.00,-18.70,130,127.80,128.00,"5,070","23,950.00","30,420",10.90,10.95,"7,215",-31.10,10.95,10.50,"36,13,013","2,74,396","3,84,631",
,"2,46,848","94,886","50,13,050",7.14,87.30,-28.00,910,87.05,87.30,"2,015","24,000.00","8,125",20.95,21.05,"15,925",-37.90,21.05,10.33,"65,37,102","4,72,151","6,71,824",
,"2,04,972","1,54,365","50,38,385",7.60,53.80,-33.30,"1,105",53.65,53.80,260,"24,050.00","3,575",36.70,36.85,"3,445",-43.95,36.70,10.16,"36,69,880","3,34,847","3,77,295",
,"3,45,925","2,73,463","56,55,770",8.04,30.20,-34.60,"5,330",30.10,30.20,"3,380","24,100.00",260,64.25,64.40,520,-42.25,64.40,10.77,"24,46,943","1,70,920","2,06,761",
,"2,12,741","1,71,162","32,10,042",8.36,15.35,-31.65,"2,600",15.35,15.40,"11,375","24,150.00",390,99.35,99.55,65,-39.25,99.35,11.53,"5,81,152","38,115","48,273",
,"3,09,189","1,91,402","37,59,358",8.86,7.55,-25.75,"1,08,940",7.55,7.60,"33,800","24,200.00",195,142.40,142.70,65,-31.65,142.75,12.82,"5,04,024","25,844","47,129",
,"1,35,356","95,618","18,53,553",9.35,3.75,-19.80,"62,985",3.75,3.80,"1,02,765","24,250.00",130,188.35,188.85,130,-25.70,188.55,14.56,"90,758","6,321","9,945",
,"1,96,583","73,371","25,10,370",10.09,2.15,-14.20,"8,59,560",2.10,2.15,"40,430","24,300.00","3,055",236.00,236.70,845,-20.75,237.00,16.80,"98,784","12,522","25,288",
,"90,054","53,728","15,81,742",10.89,1.25,-10.75,"12,26,940",1.25,1.30,"8,18,935","24,350.00",195,285.65,286.55,130,-19.95,286.55,18.90,"14,675","1,861","3,398",
,"1,66,067","20,250","10,57,706",12.21,1.05,-8.10,"36,05,940",1.00,1.05,"20,93,000","24,400.00",65,335.05,335.85,325,-17.20,335.30,20.97,"19,126","2,384","9,793",
,"45,519","6,461","3,69,531",13.28,0.80,-6.05,"15,94,775",0.80,0.85,"12,65,550","24,450.00",65,384.00,385.55,195,-10.45,389.10,22.59,"2,139",455,"1,303",
,"2,23,048","51,209","9,34,726",14.66,0.75,-4.75,"30,41,480",0.75,0.80,"39,33,475","24,500.00",65,434.75,435.00,195,-13.45,435.05,25.09,"14,457",-832,"24,686",
,"48,603","19,425","3,41,781",16.00,0.70,-3.55,"13,52,390",0.70,0.75,"5,85,845","24,550.00",195,483.70,485.90,130,-10.65,489.00,26.79,629,191,567,
,"98,604","35,968","4,64,602",17.12,0.65,-2.75,"32,22,960",0.60,0.65,"35,25,795","24,600.00",130,534.85,536.55,325,-3.50,536.75,28.88,"8,390","-1,723","10,713",
,"46,811","19,154","2,31,798",18.54,0.60,-2.30,"23,28,430",0.55,0.60,"13,14,235","24,650.00",65,584.60,587.30,130,-4.00,587.15,31.82,"1,412",534,843,
,"79,532","18,662","3,50,089",19.93,0.60,-1.75,"19,79,835",0.55,0.60,"33,83,770","24,700.00",130,634.15,636.85,195,1.30,636.85,32.73,"1,386",-390,"1,705",
,"38,967","10,781","1,98,392",21.32,0.60,-1.35,"7,50,295",0.55,0.60,"9,17,345","24,750.00",65,684.55,688.80,65,-17.15,684.40,34.35,70,5,241,
,"82,208","19,773","2,49,219",22.47,0.55,-1.20,"19,93,940",0.50,0.55,"14,87,395","24,800.00",65,735.10,736.90,65,0.40,735.95,36.72,611,-148,"2,255",
,"20,216","3,118","96,522",23.82,0.50,-1.00,"5,30,270",0.50,0.55,"5,70,960","24,850.00",65,784.55,787.90,65,-27.25,773.70,26.31,147,-,181,
,"40,740","3,692","1,52,452",24.89,0.50,-0.90,"26,16,445",0.45,0.50,"12,89,925","24,900.00",65,833.40,838.30,195,-5.10,840.95,41.61,170,-35,918,
,"23,919","7,239","95,758",25.92,0.50,-0.75,"7,03,820",0.45,0.50,"4,77,295","24,950.00",65,882.50,888.85,65,-7.80,888.85,43.51,25,-2,81,
,"1,78,351","-9,060","4,71,844",27.21,0.45,-0.80,"30,07,095",0.45,0.50,"9,79,095","25,000.00",65,936.05,938.50,65,-12.75,936.05,45.76,"4,243","-1,094","11,976",
,"21,867","5,074","57,774",28.16,0.40,-0.70,"6,09,765",0.40,0.45,"3,35,465","25,050.00",65,983.20,988.40,65,-243.55,986.45,45.93,27,7,39,
,"32,668","-5,791","85,777",29.78,0.45,-0.60,"9,49,390",0.40,0.45,"7,04,925","25,100.00",65,"1,035.95","1,039.50",65,-26.85,"1,036.75",49.33,56,-27,686,
,"15,316","-2,839","33,455",30.68,0.40,-0.60,"3,84,475",0.40,0.45,"3,49,830","25,150.00",65,"1,074.55","1,100.95",65,-55.95,"1,098.70",58.56,4,1,9,
,"43,308","-9,573","93,552",31.93,0.40,-0.55,"12,10,690",0.40,0.45,"22,49,715","25,200.00",65,"1,134.85","1,139.60",65,-6.50,"1,144.80",58.36,73,-33,504,
,"15,062","-1,141","28,668",33.57,0.40,-0.50,"2,70,530",0.40,0.45,"3,08,425","25,250.00",65,"1,171.65","1,191.35",130,-81.10,"1,200.15",63.37,4,1,25,
,"29,576","-7,446","69,253",34.42,0.35,-0.55,"13,68,250",0.35,0.40,"3,47,490","25,300.00",65,"1,235.85","1,241.15",65,-25.25,"1,237.95",57.61,232,-92,364,
,"4,896","-1,857","9,313",35.65,0.40,-0.40,"48,035",0.40,0.45,"93,535","25,350.00",65,"1,270.60","1,297.15",65,-71.35,"1,300.00",67.25,3,-,5,
,"13,586","-3,776","15,317",36.87,0.35,-0.40,"7,68,300",0.35,0.40,"2,51,095","25,400.00",65,"1,335.50","1,341.00",390,-19.65,"1,345.85",43.26,37,-9,120,
,"6,905",15,"5,072",38.09,0.35,-0.45,"1,76,735",0.35,0.40,"12,220","25,450.00",65,"1,316.45","1,406.40",780,-,-,64.45,-,-,7,
,"80,952","-12,715","1,06,516",38.80,0.35,-0.40,"17,12,035",0.35,0.40,"15,04,685","25,500.00",65,"1,436.00","1,440.10",455,-16.60,"1,436.25",64.91,"1,040",-95,"9,389",
,"4,256",629,"18,009",40.51,0.40,-0.30,"1,30,260",0.35,0.40,"1,040","25,550.00",65,"1,471.65","1,506.15",65,-70.00,"1,500.00",75.01,5,-1,12,
,"11,274","-2,131","17,518",41.18,0.35,-0.30,"2,04,360",0.35,0.40,"2,09,820","25,600.00",65,"1,535.45","1,538.50",65,-22.40,"1,540.00",70.03,78,-50,105,
,"1,955",-432,"2,576",43.39,0.35,-0.35,"31,850",0.35,0.40,"11,180","25,650.00",65,"1,570.35","1,621.80",65,-58.00,"1,600.00",78.80,2,-,7,
,"5,605","-1,117","8,127",43.54,0.35,-0.25,"1,66,075",0.30,0.35,"1,08,095","25,700.00",65,"1,634.85","1,638.50",65,-37.70,"1,621.80",-,51,-32,70,
,"1,400",-177,"1,372",44.71,0.35,-0.30,"35,815",0.35,0.40,"24,115","25,750.00",780,"1,665.40","1,723.45",65,-,-,119.12,-,-,11,
,"5,597","-2,930","15,546",45.88,0.35,-0.25,"1,46,315",0.35,0.40,"3,52,560","25,800.00",65,"1,734.50","1,741.40",130,-38.45,"1,729.00",65.30,59,-34,92,
,"2,916",289,"4,834",47.04,0.35,-0.35,"88,920",0.35,0.40,"13,065","25,850.00",65,"1,765.00","1,805.95",65,-,-,94.52,-,-,20,
,"3,987",-561,"7,699",47.53,0.35,-0.25,"64,220",0.35,0.40,"1,02,765","25,900.00",65,"1,819.60","1,844.10",65,21.85,"1,851.00",88.74,11,-4,34,
,"1,498",-140,"2,298",49.96,0.40,-0.15,"28,080",0.40,0.45,"32,890","25,950.00",780,"1,853.40","1,918.15",780,-,-,111.09,-,-,10,
,"42,644","-3,393","38,441",50.50,0.35,-0.25,"6,99,010",0.35,0.40,"7,31,705","26,000.00",325,"1,940.00","1,941.40",260,-14.15,"1,941.95",82.62,"2,577",-68,"11,815",
,"1,357",600,"1,801",51.64,0.35,-0.20,"14,300",0.35,0.40,"6,045","26,050.00",780,"1,947.55","2,018.95",65,-,-,110.28,-,-,11,
,"1,851",203,"3,923",52.78,0.40,-0.20,"62,595",0.35,0.40,"14,365","26,100.00",65,"2,023.30","2,042.35",130,-23.55,"2,026.00",68.72,17,-5,85,
,"1,560",640,"3,286",54.57,0.40,-0.15,"22,100",0.35,0.40,"22,945","26,150.00",780,"2,044.95","2,129.50",780,-,-,15.48,-,-,8,
,"4,019","-1,278","10,596",54.30,0.25,-0.30,"1,05,885",0.25,0.30,"23,010","26,200.00",65,"2,112.55","2,142.40",130,3.30,"2,141.10",91.72,165,-5,832,
,449,70,550,56.17,0.35,-0.10,"1,885",0.35,0.45,650,"26,250.00",780,"2,148.50","2,206.05",780,-,-,13.40,-,-,4,
,"1,893",-522,"4,212",57.29,0.35,-0.15,"44,525",0.35,0.40,"28,535","26,300.00",65,"2,216.95","2,243.95",130,45.85,"2,243.70",97.37,89,-66,223,
,854,471,"7,084",59.11,0.40,-,"5,135",0.35,0.40,"10,140","26,350.00",65,"2,267.25","2,306.15",65,-264.35,"2,290.00",95.69,2,-1,13,
,"1,005",-26,"2,296",59.52,0.35,-0.15,"12,155",0.30,0.35,"18,980","26,400.00",65,"2,334.35","2,373.35",65,-36.55,"2,321.00",-,6,-4,117,
,"1,057",302,"1,276",60.63,0.35,-0.10,"14,430",0.30,0.35,"5,265","26,450.00",780,"2,349.80","2,409.85",780,-,-,-,-,-,4,
,"11,816","-1,224","9,885",60.91,0.30,-0.10,"2,40,760",0.25,0.30,"1,24,150","26,500.00",65,"2,438.60","2,443.35",65,-8.75,"2,444.65",102.53,372,-,"3,200",
,528,181,741,62.84,0.35,-0.05,"2,860",0.30,0.40,780,"26,550.00",780,"2,430.40","2,540.50",780,-,-,-,-,-,4,
,814,-399,"2,294",63.09,0.30,-0.05,"2,340",0.30,0.35,"1,170","26,600.00",65,"2,512.90","2,551.00",910,-95.00,"2,539.00",102.80,19,-1,25,
,740,13,"1,192",64.17,0.30,-0.05,"2,860",0.30,0.35,910,"26,650.00",780,"2,498.05","2,627.70",780,-,-,-,-,-,2,
,"1,183",110,"2,255",65.25,0.30,-0.05,"42,120",0.25,0.30,"17,550","26,700.00",65,"2,615.80","2,686.85",65,-115.45,"2,620.05",-,6,-1,41,
,276,49,375,66.32,0.30,-0.05,"2,275",0.25,0.35,"9,685","26,750.00",780,"2,637.20","2,722.60",780,-,-,-,-,-,2,
,775,-107,"1,097",67.39,0.30,-0.05,"2,210",0.30,0.35,"1,755","26,800.00",65,"2,713.75","2,786.20",130,19.15,"2,735.55",105.10,29,-19,39,
,587,-118,"1,086",67.43,0.30,-0.10,325,0.30,0.35,"2,990","26,850.00",780,"2,733.55","2,832.15",780,-,-,-,-,-,3,
,687,-94,"1,371",70.44,0.35,-,"1,170",0.25,0.35,"2,535","26,900.00",780,"2,791.70","2,881.75",780,-,-,50.69,-,-,2,
,690,-48,803,70.59,0.30,-0.15,"3,900",0.25,0.35,"5,720","26,950.00",780,"2,849.55","2,938.80",780,-,-,-,-,-,1,
,"14,450",955,"13,972",70.57,0.25,-0.15,"4,40,245",0.20,0.25,"1,60,745","27,000.00",65,"2,943.65","2,944.05",65,-11.95,"2,944.55",119.64,660,-293,"4,512",
,672,-22,835,71.61,0.30,-0.10,"4,030",0.30,0.40,"4,290","27,050.00",780,"2,934.50","3,053.25",780,-,-,-,-,-,1,
,"1,287",194,"1,960",72.65,0.30,-0.10,"16,640",0.30,0.35,"4,550","27,100.00",65,"3,010.70","3,057.75",65,5.00,"3,080.00",150.16,1,-,43,
,647,66,483,73.68,0.35,-0.05,650,0.30,0.35,"2,795","27,150.00",780,"3,037.20","3,135.30",780,-,-,-,-,-,1,
,"3,465",2,"4,025",74.71,0.25,-0.10,"2,12,810",0.20,0.25,"41,795","27,200.00",65,"3,121.45","3,186.30",65,-28.20,"3,130.00",108.43,34,-10,75,
,"3,519","-1,330","8,260",75.74,0.25,-0.25,"76,245",0.25,0.30,"17,095","27,250.00",780,"3,139.05","3,220.15",780,-,-,-,-,-,96,
