CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,3,-,-,-,-,-,780,"3,176.30","3,285.25",780,"20,850.00",910,0.25,0.35,"7,930",-0.30,0.30,87.96,"1,175",-46,485,
,3,-,-,-,-,-,780,"3,130.10","3,234.15",780,"20,900.00",910,0.30,0.35,"2,925",-0.40,0.30,86.60,"1,556",-357,728,
,2,-,-,-,-,-,780,"3,072.55","3,223.45",780,"20,950.00","3,250",0.20,0.35,"3,510",-0.30,0.35,85.25,"1,208",-84,491,
,"2,029",-461,570,-,"3,082.00",28.55,65,"3,082.80","3,086.15",65,"21,000.00","4,49,930",0.20,0.25,"2,77,225",-0.55,0.20,83.90,"61,419","-16,253","22,129",
,3,-,-,-,-,-,780,"2,969.70","3,058.50",65,"21,050.00","3,510",0.25,0.40,"2,210",-0.40,0.30,82.55,845,4,534,
,4,-,-,-,-,-,780,"2,925.85","3,001.25",65,"21,100.00","56,355",0.25,0.30,"1,50,215",-0.50,0.25,81.20,"7,699","-2,013","3,698",
,4,-,-,-,-,-,780,"2,877.10","2,955.15",65,"21,150.00","1,235",0.30,0.40,"1,365",-0.35,0.30,79.86,705,46,408,
,4,-,-,-,-,-,780,"2,827.35","2,980.60","1,755","21,200.00","45,565",0.30,0.35,"54,535",-0.50,0.30,79.71,"9,881","-2,036","2,713",
,4,-,-,-,-,-,780,"2,777.95","2,875.65","1,755","21,250.00","13,520",0.25,0.30,"8,060",-0.50,0.25,77.17,"2,391",-365,"1,109",
,4,-,-,54.25,-,-,780,"2,738.70","2,816.20",780,"21,300.00","53,430",0.30,0.35,"17,485",-0.55,0.30,76.99,"13,422","-4,827","3,775",
,5,-,-,170.74,-,-,65,"2,664.75","2,761.10",65,"21,350.00",130,0.25,0.40,"2,145",-0.50,0.30,75.63,482,-6,571,
,5,-,-,-,-,-,780,"2,623.95","2,696.75",65,"21,400.00","60,190",0.30,0.35,"43,095",-0.55,0.30,73.15,"10,506","-2,848","2,758",
,6,-,-,168.93,-,-,780,"2,580.25","2,706.55","1,755","21,450.00","23,660",0.35,0.40,"12,220",-0.50,0.35,73.90,"2,072",-132,"1,464",
,183,-5,6,-,"2,565.00",18.55,65,"2,582.40","2,587.35",65,"21,500.00","4,42,195",0.30,0.35,"2,05,725",-0.55,0.30,70.48,"77,797","-18,450","20,802",
,1,-,-,109.35,-,-,780,"2,478.95","2,563.05",780,"21,550.00","28,730",0.35,0.40,"13,585",-0.45,0.35,70.22,"2,405",-66,"1,784",
,3,-,-,-,-,-,780,"2,416.60","2,533.00","1,755","21,600.00","64,870",0.30,0.35,"95,225",-0.50,0.35,67.82,"12,595","-1,565","3,857",
,2,-,-,38.18,-,-,780,"2,391.95","2,466.45",780,"21,650.00","25,740",0.35,0.40,"12,090",-0.50,0.35,67.52,"2,789",256,"1,733",
,3,-,-,-,-,-,780,"2,339.55","2,421.45",780,"21,700.00","36,725",0.35,0.40,"92,560",-0.50,0.35,67.07,"7,325","-1,829","4,325",
,2,-,-,-,-,-,780,"2,288.45","2,360.30",65,"21,750.00","15,730",0.40,0.45,"11,960",-0.50,0.45,66.50,"3,109",396,"1,239",
,41,-,-,-,-,-,780,"2,242.80","2,324.50",780,"21,800.00","1,12,255",0.35,0.40,"58,890",-0.45,0.40,64.35,"12,671","-3,774","8,837",
,3,-,-,23.67,-,-,780,"2,194.15","2,264.85",780,"21,850.00","25,220",0.45,0.50,"25,415",-0.45,0.50,63.75,"3,450",-158,"1,813",
,5,-,1,-,"2,125.00",23.05,65,"2,174.95","2,207.65",65,"21,900.00","78,975",0.45,0.50,"89,570",-0.50,0.45,61.63,"6,459",-605,"4,037",
,4,-,-,-,-,-,780,"2,083.70","2,157.65",65,"21,950.00","20,670",0.50,0.55,"47,775",-0.50,0.50,61.00,"4,224",146,"2,131",
,"5,024",-417,957,-,"2,085.00",32.10,130,"2,083.25","2,087.00",130,"22,000.00","9,98,335",0.45,0.50,"2,01,825",-0.50,0.50,58.92,"85,300","-25,140","47,905",
,14,-,-,34.37,-,-,65,"2,010.90","2,058.25",780,"22,050.00","30,680",0.50,0.55,"51,610",-0.50,0.50,59.49,"6,398",-668,"3,667",
,17,-,-,-,-,-,780,"1,948.50","2,013.70",780,"22,100.00","2,43,425",0.50,0.55,"1,46,705",-0.60,0.50,58.09,"18,618","-5,468","14,012",
,3,-,-,-,-,-,780,"1,894.80","1,966.90",780,"22,150.00","77,090",0.50,0.55,"4,030",-0.55,0.55,56.70,"10,623","-1,694","3,736",
,29,-1,5,-,"1,874.00",77.40,65,"1,876.00","1,900.75",65,"22,200.00","2,68,970",0.55,0.60,"1,87,655",-0.65,0.55,55.82,"42,828","-14,750","14,777",
,6,-,-,-,-,-,780,"1,796.25","1,866.75",780,"22,250.00","1,13,165",0.55,0.60,"29,835",-0.65,0.60,53.91,"8,359","-1,425","5,860",
,32,-2,3,-,"1,765.00",10.55,65,"1,772.10","1,798.75",65,"22,300.00","2,25,225",0.55,0.60,"1,66,660",-0.65,0.60,52.52,"17,078","-6,104","10,382",
,8,-,-,-,-,-,780,"1,699.50","1,764.70",780,"22,350.00","62,725",0.55,0.60,"75,140",-0.75,0.55,50.61,"10,951",-663,"4,325",
,216,-1,6,-,"1,656.00",2.70,65,"1,678.65","1,697.30",65,"22,400.00","1,48,720",0.60,0.65,"72,800",-0.75,0.60,49.74,"39,256","-3,310","12,090",
,8,-,3,-,"1,570.50",-126.55,65,"1,617.55","1,648.50",65,"22,450.00","98,020",0.60,0.65,"24,115",-0.85,0.60,48.80,"9,645",-794,"3,825",
,"3,451",-84,217,-,"1,587.70",22.80,65,"1,583.55","1,587.30",130,"22,500.00","11,41,530",0.65,0.70,"2,26,525",-0.75,0.70,47.81,"2,37,392","-46,608","79,726",
,22,-,1,-,"1,500.45",48.45,65,"1,529.60","1,550.00",65,"22,550.00","30,290",0.70,0.75,"1,12,190",-0.85,0.70,46.40,"35,141",35,"7,687",
,101,-1,2,-,"1,469.50",7.55,65,"1,482.45","1,494.40",65,"22,600.00","3,10,635",0.65,0.70,"3,58,865",-0.95,0.70,44.98,"59,194","-1,657","16,604",
,24,-,-,-,-,-,65,"1,428.65","1,439.70",65,"22,650.00","1,65,880",0.65,0.70,"2,07,675",-1.05,0.65,43.18,"28,155",-870,"9,025",
,236,-23,116,-,"1,370.00",19.95,65,"1,382.40","1,388.50",65,"22,700.00","2,76,120",0.70,0.75,"2,56,100",-1.05,0.70,42.15,"1,19,172","-14,446","23,336",
,34,-,1,-,"1,240.00",-63.05,65,"1,330.80","1,337.15",65,"22,750.00","1,54,570",0.75,0.80,"2,41,150",-1.10,0.75,40.73,"42,941","2,651","12,883",
,591,-38,117,-,"1,281.90",23.85,65,"1,281.75","1,287.40",65,"22,800.00","8,82,700",0.75,0.80,"12,65,615",-1.15,0.75,39.31,"1,36,475","-13,386","34,822",
,84,-,-,50.57,-,-,65,"1,227.70","1,236.60",65,"22,850.00","4,93,870",0.75,0.80,"5,40,215",-1.20,0.80,38.22,"65,316",707,"20,742",
,487,-12,20,-,"1,161.00",11.00,65,"1,181.20","1,187.15",65,"22,900.00","12,64,900",0.80,0.85,"12,73,220",-1.20,0.85,36.78,"1,77,343","-11,043","46,462",
,281,-6,10,-,"1,066.55",-51.80,65,"1,131.05","1,136.85",65,"22,950.00","4,98,095",0.80,0.85,"6,12,040",-1.35,0.85,35.64,"76,620","5,736","22,997",
,"9,937","-1,039","2,592",-,"1,083.00",1.05,65,"1,082.70","1,086.15",195,"23,000.00","16,45,540",0.85,0.90,"24,42,115",-1.40,0.90,34.19,"7,25,216","20,017","2,10,887",
,375,-4,27,-,"1,002.85",-11.65,65,"1,031.40","1,036.85",65,"23,050.00","6,23,220",0.90,0.95,"6,34,140",-1.55,0.90,33.47,"80,140","4,914","25,723",
,963,-559,896,-,983.85,28.40,130,981.80,985.80,65,"23,100.00","15,19,245",0.90,0.95,"19,02,485",-1.75,0.90,31.77,"2,59,365","-23,645","53,200",
,476,-5,31,-,930.00,15.35,65,932.50,937.20,130,"23,150.00","9,31,320",0.90,0.95,"5,86,560",-1.85,0.90,30.29,"1,43,053","5,679","46,330",
,"2,667",-220,955,-,881.00,17.80,130,882.55,886.20,130,"23,200.00","17,29,065",1.00,1.05,"12,72,635",-1.90,1.05,29.22,"3,73,657","23,612","1,09,540",
,471,-25,125,-,833.90,26.55,65,832.65,837.00,195,"23,250.00","6,96,670",1.05,1.10,"9,16,630",-2.00,1.10,27.90,"1,85,067","2,252","37,995",
,"4,669",-281,998,-,784.05,24.80,65,782.60,786.30,65,"23,300.00","18,16,555",1.05,1.10,"9,83,775",-2.15,1.05,26.21,"5,06,442","43,317","1,28,624",
,"1,903",-30,329,-,734.05,25.30,65,732.80,735.45,65,"23,350.00","9,98,010",1.15,1.20,"11,92,750",-2.30,1.20,25.03,"2,43,907","18,070","62,130",
,"12,693",-627,"1,742",-,682.85,19.30,130,683.10,685.45,130,"23,400.00","11,30,805",1.20,1.25,"11,05,390",-2.75,1.20,23.65,"6,17,467","39,268","1,47,025",
,"3,238",-95,742,-,629.50,18.30,260,631.65,634.95,325,"23,450.00","9,94,110",1.25,1.30,"12,30,840",-3.10,1.30,22.23,"4,62,037","21,070","73,529",
,"30,600","-1,668","13,931",-,584.25,19.80,65,583.10,585.10,195,"23,500.00","16,74,530",1.30,1.35,"16,12,065",-3.50,1.30,20.79,"10,38,993","84,080","2,69,684",
,"2,863",-277,"2,176",-,532.35,17.05,130,532.45,535.20,260,"23,550.00","13,86,385",1.30,1.35,"3,45,475",-3.95,1.35,19.54,"4,62,587","42,431","91,581",
,"17,721","-2,412","13,471",-,483.95,25.65,390,483.05,484.00,65,"23,600.00","18,90,135",1.35,1.40,"12,46,765",-4.85,1.40,17.92,"7,22,607","44,232","1,60,282",
,"7,694",-475,"6,748",-,434.15,20.80,520,433.60,435.20,65,"23,650.00","14,40,790",1.50,1.55,"5,10,770",-5.90,1.50,16.47,"4,95,260","38,022","86,470",
,"27,297","-6,284","56,093",-,383.50,21.15,195,383.55,384.55,130,"23,700.00","15,78,265",1.70,1.75,"11,99,770",-7.45,1.70,15.11,"11,68,369","54,249","1,80,717",
,"7,633","-1,127","29,026",-,334.95,16.40,65,333.75,334.65,130,"23,750.00","7,79,740",2.05,2.10,"66,560",-9.65,2.10,13.91,"9,16,833","68,959","1,24,072",
,"34,369","-3,971","2,03,299",-,284.00,14.70,130,284.55,285.00,650,"23,800.00","11,32,560",2.55,2.60,"4,23,995",-13.05,2.55,12.80,"17,77,064","1,04,458","2,27,515",
,"10,955","1,329","1,88,732",-,235.50,11.40,65,235.25,235.80,325,"23,850.00","1,15,505",3.55,3.60,"40,755",-17.90,3.60,11.90,"16,86,902","1,04,466","1,66,375",
,"54,868","13,126","9,25,833",-,188.00,3.55,520,187.85,188.35,585,"23,900.00","57,525",6.00,6.05,"44,265",-24.20,6.00,11.41,"33,45,289","2,34,371","3,68,158",
,"48,815","22,144","13,71,162",-,142.00,-4.70,325,142.00,142.20,260,"23,950.00","39,195",10.00,10.05,910,-32.05,10.00,10.90,"34,07,752","2,64,872","3,75,107",
,"2,52,065","1,00,103","48,05,511",7.31,101.25,-14.05,"1,820",101.05,101.35,845,"24,000.00","1,300",18.60,18.65,"1,885",-40.30,18.65,10.77,"60,96,332","4,33,704","6,33,377",
,"2,19,025","1,68,418","47,13,167",7.76,65.00,-22.10,"1,560",65.00,65.15,"1,170","24,050.00","3,315",32.75,32.80,65,-47.85,32.80,10.68,"32,66,814","3,17,900","3,60,348",
,"3,28,894","2,56,432","51,52,980",8.44,38.85,-25.95,390,38.85,38.95,"6,045","24,100.00",845,56.90,56.95,260,-49.60,57.05,11.34,"21,40,585","1,66,195","2,02,036",
,"1,92,297","1,50,718","29,19,449",8.76,21.25,-25.75,520,21.15,21.20,"2,080","24,150.00",390,89.30,89.55,585,-49.10,89.50,12.24,"5,13,094","39,212","49,370",
,"2,94,532","1,76,745","34,42,816",9.25,10.85,-22.45,"1,040",10.85,10.90,"43,355","24,200.00",260,129.80,130.15,585,-44.55,129.85,13.67,"4,58,474","28,918","50,203",
,"1,29,837","90,099","16,96,369",9.68,5.45,-18.10,"81,640",5.40,5.45,"1,040","24,250.00",65,174.45,174.90,195,-39.75,174.50,15.44,"82,121","6,947","10,571",
,"1,98,232","75,020","23,67,135",10.36,2.90,-13.45,"93,600",2.90,2.95,"1,33,835","24,300.00",260,221.85,222.50,455,-35.50,222.25,17.39,"91,407","13,436","26,202",
,"85,784","49,458","14,98,216",11.06,1.65,-10.35,"7,91,115",1.65,1.70,"10,17,575","24,350.00",130,270.05,270.80,130,-35.80,270.70,19.78,"13,276","1,842","3,379",
,"1,62,150","16,333","10,32,052",12.19,1.15,-8.00,"29,61,855",1.10,1.15,"16,73,100","24,400.00",65,319.85,320.75,260,-31.50,321.00,21.93,"17,728","2,827","10,236",
,"44,662","5,604","3,56,942",13.36,0.90,-5.95,"21,52,475",0.85,0.90,"10,99,800","24,450.00",390,368.60,370.15,585,-31.40,368.15,23.06,"1,813",393,"1,241",
,"2,19,149","47,310","9,03,283",14.64,0.75,-4.75,"43,97,055",0.75,0.80,"39,51,935","24,500.00",130,418.25,419.80,455,-30.20,418.30,25.82,"12,688",-119,"25,399",
,"48,186","19,008","3,35,597",15.83,0.70,-3.55,"16,97,215",0.70,0.75,"8,26,085","24,550.00",65,467.85,469.95,520,-30.25,469.40,27.56,557,156,532,
,"98,375","35,739","4,52,652",17.10,0.60,-2.80,"39,02,405",0.60,0.65,"32,75,090","24,600.00",65,518.80,520.45,65,-17.85,522.40,30.19,"7,733","1,398","13,834",
,"46,308","18,651","2,22,705",18.51,0.60,-2.30,"9,07,075",0.60,0.65,"19,51,170","24,650.00",65,568.30,571.10,130,-21.80,569.35,32.31,"1,317",535,844,
,"77,173","16,303","3,23,129",19.71,0.60,-1.75,"21,31,155",0.55,0.60,"28,97,635","24,700.00",65,618.20,620.75,65,-16.55,619.00,33.20,"1,236",-297,"1,798",
,"39,383","11,197","1,94,036",21.08,0.60,-1.35,"10,58,590",0.55,0.60,"12,15,565","24,750.00",65,668.50,671.35,65,-34.80,666.75,33.47,47,-3,233,
,"81,317","18,882","2,39,238",21.95,0.50,-1.25,"21,11,980",0.50,0.55,"19,73,465","24,800.00",65,718.75,721.80,65,-16.90,718.65,35.46,409,-108,"2,295",
,"20,265","3,167","88,062",23.55,0.45,-1.05,"14,12,190",0.45,0.50,"8,55,790","24,850.00",65,768.80,771.70,65,-32.65,768.30,39.09,146,-1,180,
,"38,042",994,"1,31,162",24.59,0.45,-0.95,"23,87,125",0.45,0.50,"13,87,555","24,900.00",65,818.65,821.45,65,-27.50,818.55,41.16,132,-27,926,
,"24,077","7,397","94,626",25.90,0.50,-0.75,"5,52,825",0.45,0.50,"3,98,190","24,950.00",65,867.95,872.40,65,-28.55,868.10,49.59,18,-4,79,
,"1,75,492","-11,919","4,53,279",27.19,0.45,-0.80,"27,24,085",0.45,0.50,"22,38,080","25,000.00","1,625",920.00,922.05,195,-28.80,920.00,43.37,"3,546","-1,068","12,002",
,"21,378","4,585","56,573",28.14,0.40,-0.70,"5,91,240",0.40,0.45,"5,62,445","25,050.00",65,955.05,973.95,65,-241.60,988.40,49.02,23,6,38,
,"32,656","-5,803","84,750",29.40,0.40,-0.65,"10,00,545",0.40,0.45,"8,92,970","25,100.00",65,"1,018.30","1,022.85",65,-35.65,"1,027.95",47.55,43,-18,695,
,"15,480","-2,675","32,876",31.03,0.40,-0.60,"3,99,490",0.40,0.45,"3,56,850","25,150.00",65,"1,055.70","1,076.35",65,-55.95,"1,098.70",58.93,4,1,9,
,"43,577","-9,304","90,047",31.91,0.40,-0.55,"12,37,990",0.40,0.45,"22,10,715","25,200.00",65,"1,118.85","1,123.65",130,-21.30,"1,130.00",55.41,70,-33,504,
,"15,091","-1,112","28,166",33.16,0.40,-0.50,"2,68,060",0.40,0.45,"1,14,725","25,250.00",65,"1,152.95","1,174.00",65,-81.10,"1,200.15",63.74,4,1,25,
,"29,991","-7,031","66,168",34.40,0.40,-0.50,"7,16,495",0.40,0.45,"5,63,615","25,300.00",65,"1,218.35","1,224.70",65,-26.70,"1,236.50",57.05,231,-91,365,
,"5,012","-1,741","8,812",35.17,0.40,-0.40,"63,765",0.40,0.45,"89,635","25,350.00",65,"1,252.70","1,276.75",65,-71.35,"1,300.00",67.64,3,-,5,
,"13,154","-4,208","14,724",36.38,0.35,-0.40,"7,59,915",0.35,0.40,"2,68,255","25,400.00",65,"1,319.15","1,324.80",130,-41.50,"1,324.00",68.43,35,-9,120,
,"6,709",-181,"4,927",37.58,0.35,-0.45,"2,05,725",0.35,0.40,"1,02,830","25,450.00",130,"1,303.00","1,402.05",780,-,-,64.45,-,-,7,
,"81,064","-12,603","1,04,290",38.78,0.40,-0.35,"16,68,355",0.35,0.40,"11,81,245","25,500.00",65,"1,422.10","1,424.30",130,-26.85,"1,426.00",65.32,862,-98,"9,386",
,"4,160",533,"17,829",39.98,0.35,-0.35,"1,21,160",0.35,0.40,"74,295","25,550.00",65,"1,455.10","1,479.80",65,-70.00,"1,500.00",75.43,5,-1,12,
,"11,304","-2,101","17,281",41.16,0.40,-0.25,"2,11,250",0.35,0.40,"1,79,595","25,600.00",65,"1,518.85","1,521.80",65,-41.40,"1,521.00",59.98,62,-44,111,
,"1,955",-432,"2,547",41.75,0.40,-0.30,"22,490",0.35,0.45,"22,555","25,650.00",65,"1,552.35","1,579.90",65,-58.00,"1,600.00",79.24,2,-,7,
,"5,677","-1,045","7,972",42.91,0.35,-0.25,"1,56,780",0.30,0.35,"1,16,090","25,700.00",65,"1,609.70","1,629.45",130,-38.25,"1,621.25",69.42,50,-30,72,
,"1,405",-172,"1,368",44.69,0.35,-0.30,"41,795",0.35,0.40,"13,650","25,750.00",65,"1,663.00","1,700.50",780,-,-,119.12,-,-,11,
,"5,597","-2,930","15,539",45.86,0.35,-0.25,"1,50,540",0.35,0.40,"3,54,315","25,800.00",65,"1,716.65","1,725.40",65,-44.45,"1,723.00",81.47,57,-34,92,
,"2,950",323,"4,646",47.61,0.40,-0.30,"78,000",0.35,0.40,"39,845","25,850.00",65,"1,762.25","1,800.80",780,-,-,94.52,-,-,20,
,"3,874",-674,"7,197",48.18,0.35,-0.25,"2,65,655",0.30,0.35,"55,510","25,900.00",65,"1,801.95","1,827.80",65,21.85,"1,851.00",89.20,11,-4,34,
,"1,515",-123,"2,084",49.94,0.40,-0.15,"35,555",0.35,0.40,"6,825","25,950.00",65,"1,847.35","1,902.30",780,-,-,111.09,-,-,10,
,"42,808","-3,229","36,669",50.48,0.40,-0.20,"6,02,940",0.35,0.40,"6,67,355","26,000.00",65,"1,920.10","1,925.45",130,-36.25,"1,919.85",84.60,"2,503",-67,"11,816",
,"1,371",614,"1,750",51.62,0.40,-0.15,"14,300",0.35,0.40,"7,020","26,050.00",65,"1,948.35","2,000.50",780,-,-,110.28,-,-,11,
,"1,912",264,"3,866",52.04,0.35,-0.25,"63,050",0.35,0.40,"16,380","26,100.00",65,"2,018.05","2,026.05",65,-23.55,"2,026.00",88.01,17,-5,85,
,"1,526",606,"3,193",53.89,0.40,-0.15,"20,410",0.35,0.40,"8,125","26,150.00",780,"2,044.75","2,119.85",780,-,-,15.48,-,-,8,
,"4,018","-1,279","10,245",54.28,0.25,-0.30,"80,210",0.25,0.30,"26,325","26,200.00",65,"2,116.25","2,126.65",65,18.05,"2,155.85",103.33,164,-3,834,
,449,70,550,56.15,0.35,-0.10,"2,080",0.30,0.45,"2,860","26,250.00",65,"2,148.30","2,205.55",780,-,-,13.40,-,-,4,
,"1,864",-551,"4,195",57.27,0.35,-0.15,"47,645",0.35,0.40,"30,745","26,300.00",65,"2,213.85","2,227.80",130,45.85,"2,243.70",121.72,89,-66,223,
,854,471,"7,046",57.61,0.30,-0.10,"8,905",0.35,0.40,"11,830","26,350.00",65,"2,250.15","2,286.05",65,-264.35,"2,290.00",84.80,2,-1,13,
,"1,005",-26,"2,296",59.50,0.35,-0.15,"14,105",0.30,0.35,"17,940","26,400.00",65,"2,302.15","2,337.15",65,-36.55,"2,321.00",109.64,6,-4,117,
,"1,057",302,"1,245",59.80,0.35,-0.10,"14,625",0.30,0.35,"5,720","26,450.00",65,"2,349.70","2,410.85",780,-,-,-,-,-,4,
,"11,815","-1,225","9,722",60.90,0.25,-0.15,"2,41,475",0.25,0.30,"89,180","26,500.00",65,"2,422.30","2,426.20",65,-30.80,"2,422.60",100.72,260,-,"3,200",
,534,187,718,62.82,0.35,-0.05,"1,625",0.25,0.40,"1,820","26,550.00",780,"2,332.15","2,598.10",780,-,-,-,-,-,4,
,809,-404,"2,284",63.91,0.35,-,"2,795",0.30,0.35,"2,275","26,600.00",65,"2,494.25","2,532.75",65,-88.55,"2,545.45",109.57,17,-,26,
,770,43,"1,190",65.01,0.30,-0.05,"2,535",0.30,0.35,"1,820","26,650.00",780,"2,447.75","2,625.40",780,-,-,-,-,-,2,
,"1,183",110,"2,247",65.23,0.25,-0.10,"42,445",0.25,0.30,"18,785","26,700.00",65,"2,568.20","2,634.10",65,-115.45,"2,620.05",99.28,6,-1,41,
,276,49,375,67.19,0.30,-0.05,"5,330",0.25,0.35,"7,995","26,750.00",780,"2,619.95","2,722.30",780,-,-,-,-,-,2,
,777,-105,"1,090",68.27,0.30,-0.05,"2,145",0.30,0.35,"3,575","26,800.00",65,"2,704.25","2,760.00",65,19.15,"2,735.55",96.32,29,-19,39,
,587,-118,"1,081",67.41,0.25,-0.15,"2,015",0.25,0.35,"1,495","26,850.00",780,"2,731.15","2,819.65",780,-,-,-,-,-,3,
,688,-93,"1,333",70.42,0.30,-0.05,975,0.30,0.35,65,"26,900.00",65,"2,792.60","2,868.75",780,-,-,50.69,-,-,2,
,673,-65,731,70.57,0.30,-0.15,"1,625",0.30,0.40,"4,615","26,950.00",65,"2,849.45","2,942.90",780,-,-,-,-,-,1,
,"14,135",640,"13,275",71.62,0.25,-0.15,"4,49,800",0.20,0.25,"1,35,850","27,000.00",65,"2,925.00","2,926.65",65,-33.20,"2,923.30",117.29,576,-257,"4,548",
,663,-31,772,73.63,0.25,-0.15,"2,535",0.25,0.35,"3,640","27,050.00",780,"2,858.45","3,065.15",780,-,-,-,-,-,1,
,"1,289",196,"1,778",72.63,0.25,-0.15,"16,250",0.20,0.25,"3,185","27,100.00",65,"2,992.90","3,038.40",65,5.00,"3,080.00",150.57,1,-,43,
,659,78,410,73.66,0.25,-0.15,"1,885",0.25,0.30,390,"27,150.00",780,"3,037.10","3,136.00",780,-,-,-,-,-,1,
,"3,469",6,"3,980",75.82,0.20,-0.15,"2,09,430",0.20,0.25,"40,755","27,200.00",65,"3,115.30","3,139.35",65,-23.20,"3,135.00",117.43,33,-4,81,
,"3,601","-1,248","8,162",75.72,0.30,-0.20,"62,725",0.25,0.30,"3,835","27,250.00",65,"3,155.00","3,204.30",780,-,-,-,-,-,96,
