CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"86,939","50,613","14,75,791",11.08,1.65,-10.35,"4,33,615",1.60,1.65,"9,16,305","24,350.00",130,271.60,272.35,260,-35.50,271.00,19.61,"13,176","1,837","3,374",
,"1,61,607","15,790","10,26,841",12.20,1.15,-8.00,"28,22,300",1.10,1.15,"18,70,505","24,400.00",260,320.40,321.30,195,-31.70,320.80,21.74,"17,537","2,803","10,212",
,"44,742","5,684","3,56,522",13.38,0.85,-6.00,"21,46,820",0.85,0.90,"11,23,785","24,450.00",455,369.15,370.60,130,-30.00,369.55,22.84,"1,808",365,"1,213",
,"2,18,956","47,117","9,02,304",14.66,0.75,-4.75,"44,06,610",0.75,0.80,"39,72,540","24,500.00",65,419.95,420.55,65,-27.90,420.60,25.59,"12,601",-117,"25,401",
,"48,374","19,196","3,35,125",15.84,0.70,-3.55,"16,74,335",0.70,0.75,"8,15,620","24,550.00",65,468.50,470.55,585,-30.25,469.40,27.31,557,156,532,
,"98,368","35,732","4,51,846",17.12,0.65,-2.75,"39,30,745",0.60,0.65,"31,64,395","24,600.00",65,519.55,521.00,260,-19.55,520.70,29.94,"7,729","1,400","13,836",
,"46,064","18,407","2,22,147",18.53,0.65,-2.25,"9,03,435",0.60,0.65,"19,61,245","24,650.00",65,569.35,572.20,65,-21.80,569.35,32.05,"1,315",535,844,
,"77,159","16,289","3,22,465",19.93,0.55,-1.80,"21,55,140",0.55,0.60,"29,09,400","24,700.00",130,618.65,621.50,130,-16.55,619.00,32.90,"1,236",-299,"1,796",
,"39,557","11,371","1,93,763",20.87,0.60,-1.35,"10,40,325",0.55,0.60,"12,15,760","24,750.00",65,669.30,673.35,65,-34.80,666.75,33.11,47,-3,233,
,"81,276","18,841","2,38,346",21.96,0.55,-1.20,"21,79,255",0.50,0.55,"18,76,095","24,800.00",65,719.45,722.25,65,-16.15,719.40,35.09,398,-108,"2,295",
,"20,266","3,168","87,318",23.56,0.50,-1.00,"14,52,360",0.45,0.50,"8,91,540","24,850.00",65,769.70,773.20,65,-15.95,785.00,38.75,145,-1,180,
,"37,981",933,"1,31,066",24.61,0.50,-0.90,"23,91,480",0.45,0.50,"13,92,495","24,900.00",195,819.50,822.55,65,-26.60,819.45,40.81,127,-13,940,
,"24,077","7,397","94,520",25.91,0.45,-0.80,"5,20,650",0.45,0.50,"5,51,785","24,950.00",65,867.50,873.40,65,-16.05,880.60,49.34,17,-4,79,
,"1,74,335","-13,076","4,50,128",27.21,0.50,-0.75,"25,49,885",0.45,0.50,"24,26,060","25,000.00","3,445",920.00,923.30,130,-28.80,920.00,42.96,"3,444","-1,067","12,003",
,"21,378","4,585","56,559",28.15,0.40,-0.70,"5,92,150",0.40,0.45,"5,62,835","25,050.00",65,955.05,975.20,65,-241.60,988.40,48.69,23,6,38,
,"32,656","-5,803","84,678",29.42,0.40,-0.65,"9,90,535",0.40,0.45,"8,98,235","25,100.00",65,"1,017.45","1,023.85",65,-35.65,"1,027.95",47.13,43,-18,695,
,"15,483","-2,672","32,863",31.05,0.40,-0.60,"4,03,780",0.40,0.45,"3,59,255","25,150.00",65,"1,054.75","1,078.40",65,-55.95,"1,098.70",58.66,4,1,9,
,"44,105","-8,776","89,841",31.93,0.45,-0.50,"11,90,345",0.40,0.45,"22,24,560","25,200.00",65,"1,119.25","1,124.35",130,-21.30,"1,130.00",55.06,70,-33,504,
,"15,105","-1,098","28,156",33.17,0.40,-0.50,"2,70,595",0.40,0.45,"1,16,350","25,250.00",65,"1,152.95","1,175.15",65,-81.10,"1,200.15",63.47,4,1,25,
,"29,991","-7,031","66,057",34.41,0.40,-0.50,"7,23,515",0.40,0.45,"5,63,030","25,300.00",65,"1,219.45","1,225.85",65,-26.70,"1,236.50",56.65,231,-91,365,
,"5,012","-1,741","8,812",35.18,0.40,-0.40,"63,440",0.40,0.45,"89,570","25,350.00",65,"1,252.00","1,279.05",65,-71.35,"1,300.00",67.36,3,-,5,
,"13,161","-4,201","14,701",36.39,0.35,-0.40,"7,64,075",0.35,0.40,"2,68,190","25,400.00",65,"1,320.55","1,325.55",325,-41.50,"1,324.00",68.12,35,-9,120,
,"6,709",-181,"4,927",37.60,0.35,-0.45,"2,02,670",0.35,0.40,"1,03,090","25,450.00",130,"1,295.70","1,402.75",780,-,-,64.45,-,-,7,
,"81,027","-12,640","1,03,556",38.24,0.40,-0.35,"16,67,185",0.35,0.40,"14,44,105","25,500.00",65,"1,421.20","1,424.80",130,-26.85,"1,426.00",64.91,862,-98,"9,386",
,"4,160",533,"17,828",39.99,0.40,-0.30,"1,24,540",0.35,0.40,"72,345","25,550.00",65,"1,454.10","1,481.10",65,-70.00,"1,500.00",75.12,5,-1,12,
,"11,314","-2,091","17,279",41.18,0.35,-0.30,"2,13,785",0.35,0.40,"1,79,400","25,600.00",65,"1,519.65","1,522.80",65,-41.40,"1,521.00",59.27,62,-44,111,
,"1,955",-432,"2,545",41.76,0.40,-0.30,"27,950",0.35,0.40,975,"25,650.00",65,"1,549.45","1,581.40",65,-58.00,"1,600.00",78.92,2,-,7,
,"5,680","-1,042","7,966",42.92,0.35,-0.25,"1,57,235",0.30,0.35,"1,13,165","25,700.00",65,"1,601.70","1,633.45",65,-38.25,"1,621.25",68.90,50,-30,72,
,"1,405",-172,"1,368",44.71,0.35,-0.30,"41,470",0.35,0.40,"18,460","25,750.00",65,"1,663.00","1,701.40",780,-,-,119.12,-,-,11,
,"5,597","-2,930","15,537",45.88,0.35,-0.25,"1,51,645",0.35,0.40,"3,56,005","25,800.00",65,"1,718.15","1,726.45",65,-44.45,"1,723.00",81.10,57,-23,103,
,"2,950",323,"4,646",47.62,0.40,-0.30,"78,260",0.35,0.40,"39,845","25,850.00",65,"1,762.25","1,801.70",780,-,-,94.52,-,-,20,
,"3,874",-674,"7,190",48.19,0.30,-0.30,"2,63,185",0.30,0.35,"55,445","25,900.00",65,"1,800.85","1,827.25",65,21.85,"1,851.00",88.87,11,-4,34,
,"1,515",-123,"2,084",49.96,0.40,-0.15,"39,520",0.35,0.40,"5,265","25,950.00",65,"1,847.35","1,902.40",780,-,-,111.09,-,-,10,
,"42,795","-3,242","36,640",50.49,0.40,-0.20,"6,13,405",0.35,0.40,"6,62,740","26,000.00",65,"1,920.35","1,925.80",65,-34.65,"1,921.45",84.14,"2,500",-69,"11,814",
,"1,371",614,"1,750",51.64,0.40,-0.15,"17,420",0.35,0.40,"7,020","26,050.00",65,"1,947.20","2,001.20",780,-,-,110.28,-,-,11,
,"1,912",264,"3,866",52.06,0.35,-0.25,"65,260",0.35,0.40,"17,225","26,100.00",65,"2,018.05","2,030.00",65,-14.55,"2,035.00",87.54,15,-5,85,
,"1,526",606,"3,193",53.91,0.40,-0.15,"19,825",0.35,0.40,"6,890","26,150.00",780,"2,044.45","2,119.85",780,-,-,15.48,-,-,8,
,"4,018","-1,279","10,245",54.29,0.25,-0.30,"83,395",0.25,0.30,"26,065","26,200.00",65,"2,116.25","2,127.05",65,18.05,"2,155.85",102.99,164,-3,834,
,449,70,550,56.16,0.35,-0.10,"4,875",0.30,0.45,"2,600","26,250.00",65,"2,148.30","2,205.75",780,-,-,13.40,-,-,4,
,"1,864",-551,"4,195",57.28,0.35,-0.15,"49,465",0.35,0.40,"30,550","26,300.00",65,"2,213.85","2,228.95",130,45.85,"2,243.70",121.46,89,-66,223,
,854,471,"7,046",57.62,0.30,-0.10,"10,985",0.35,0.40,"13,455","26,350.00",65,"2,250.15","2,286.05",65,-264.35,"2,290.00",83.98,2,-1,13,
,"1,005",-26,"2,296",59.52,0.35,-0.15,"16,510",0.30,0.35,"16,705","26,400.00",65,"2,301.95","2,338.55",65,-36.55,"2,321.00",109.28,6,-4,117,
,"1,057",302,"1,245",59.82,0.35,-0.10,"13,325",0.30,0.35,"5,720","26,450.00",65,"2,349.70","2,410.95",780,-,-,-,-,-,4,
,"11,825","-1,215","9,719",60.91,0.30,-0.10,"2,41,670",0.25,0.30,"89,050","26,500.00",65,"2,423.45","2,427.35",130,-30.80,"2,422.60",100.19,260,-,"3,200",
,534,187,718,62.83,0.35,-0.05,"2,015",0.25,0.40,"1,170","26,550.00",780,"2,328.25","2,599.40",780,-,-,-,-,-,4,
,809,-404,"2,284",63.93,0.35,-,"2,925",0.30,0.35,"2,210","26,600.00",65,"2,493.15","2,538.00",65,-88.55,"2,545.45",109.11,17,-,26,
,770,43,"1,190",65.02,0.30,-0.05,"3,510",0.30,0.35,"1,820","26,650.00",780,"2,445.35","2,626.20",780,-,-,-,-,-,2,
,"1,183",110,"2,247",65.24,0.25,-0.10,"42,575",0.25,0.30,"17,550","26,700.00",65,"2,568.20","2,635.00",65,-115.45,"2,620.05",98.54,6,-1,41,
,276,49,373,67.20,0.25,-0.10,"9,555",0.25,0.35,"7,995","26,750.00",780,"2,619.05","2,722.40",780,-,-,-,-,-,2,
,777,-105,"1,089",68.28,0.35,-,"2,925",0.30,0.35,"1,365","26,800.00",65,"2,704.25","2,773.45",65,19.15,"2,735.55",95.33,29,-19,39,
,587,-118,"1,081",67.42,0.25,-0.15,"2,275",0.25,0.35,"1,235","26,850.00",780,"2,730.85","2,819.95",780,-,-,-,-,-,3,
,688,-93,"1,333",70.44,0.30,-0.05,"6,565",0.30,0.35,65,"26,900.00",65,"2,792.05","2,869.15",780,-,-,50.69,-,-,2,
,673,-65,731,70.58,0.30,-0.15,"2,730",0.30,0.40,"4,485","26,950.00",65,"2,849.45","2,944.00",780,-,-,-,-,-,1,
,"14,135",640,"12,904",71.64,0.25,-0.15,"1,64,320",0.25,0.30,"1,82,130","27,000.00",65,"2,925.05","2,928.05",65,-33.20,"2,923.30",116.71,576,-257,"4,548",
,662,-32,761,73.64,0.30,-0.10,"2,730",0.30,0.35,130,"27,050.00",780,"2,856.45","3,066.05",780,-,-,-,-,-,1,
,"1,290",197,"1,773",72.64,0.25,-0.15,"16,380",0.20,0.25,"3,705","27,100.00",65,"2,991.90","3,066.05",780,5.00,"3,080.00",150.27,1,-,43,
,659,78,410,73.68,0.25,-0.15,"2,340",0.25,0.30,390,"27,150.00",780,"3,037.10","3,137.10",780,-,-,-,-,-,1,
,"3,469",6,"3,978",75.83,0.25,-0.10,"2,10,470",0.20,0.25,"41,925","27,200.00",65,"3,115.30","3,140.45",65,-23.20,"3,135.00",116.70,33,-4,81,
,"3,585","-1,264","8,100",75.74,0.25,-0.25,"84,110",0.20,0.25,"1,235","27,250.00",65,"3,155.00","3,206.00",780,-,-,-,-,-,96,
